path,source_path,current_vocab,source_vocab,restored,conflicts,skipped_text_changed,status
books/NT/2john/2John_01.md,books/NT/2john/2John_01.md,4,24,24,0,0,RESTORED
books/NT/2peter/2Peter_01.md,books/NT/2peter/2Peter_01.md,4,12,12,0,0,RESTORED
books/NT/2peter/2Peter_02.md,books/NT/2peter/2Peter_02.md,4,26,26,0,0,RESTORED
books/NT/2peter/2Peter_03.md,books/NT/2peter/2Peter_03.md,4,26,26,0,0,RESTORED
books/NT/2thessalonians/2Thessalonians_01.md,books/NT/2thessalonians/2Thessalonians_01.md,4,18,18,0,0,RESTORED
books/NT/2thessalonians/2Thessalonians_02.md,books/NT/2thessalonians/2Thessalonians_02.md,4,18,18,0,0,RESTORED
books/NT/2thessalonians/2Thessalonians_03.md,books/NT/2thessalonians/2Thessalonians_03.md,4,20,20,0,0,RESTORED
books/NT/2timothy/2Timothy_01.md,books/NT/2timothy/2Timothy_01.md,4,20,20,0,0,RESTORED
books/NT/2timothy/2Timothy_02.md,books/NT/2timothy/2Timothy_02.md,4,20,20,0,0,RESTORED
books/NT/2timothy/2Timothy_03.md,books/NT/2timothy/2Timothy_03.md,4,20,20,0,0,RESTORED
books/NT/2timothy/2Timothy_04.md,books/NT/2timothy/2Timothy_04.md,4,20,20,0,0,RESTORED
books/NT/3john/3John_01.md,books/NT/3john/3John_01.md,4,24,24,0,0,RESTORED
books/NT/acts/Acts_01.md,books/NT/acts/Acts_01.md,4,13,13,0,0,RESTORED
books/NT/acts/Acts_02.md,books/NT/acts/Acts_02.md,5,11,9,0,0,RESTORED
books/NT/acts/Acts_03.md,books/NT/acts/Acts_03.md,4,26,25,0,0,RESTORED
books/NT/acts/Acts_04.md,books/NT/acts/Acts_04.md,5,20,15,0,0,RESTORED
books/NT/acts/Acts_05.md,books/NT/acts/Acts_05.md,5,36,35,0,0,RESTORED
books/NT/acts/Acts_06.md,books/NT/acts/Acts_06.md,4,30,30,0,0,RESTORED
books/NT/acts/Acts_07.md,books/NT/acts/Acts_07.md,5,11,9,0,0,RESTORED
books/NT/acts/Acts_08.md,books/NT/acts/Acts_08.md,5,38,38,0,0,RESTORED
books/NT/acts/Acts_09.md,books/NT/acts/Acts_09.md,5,17,16,0,0,RESTORED
books/NT/acts/Acts_10.md,books/NT/acts/Acts_10.md,5,35,30,4,1,RESTORED
books/NT/acts/Acts_11.md,books/NT/acts/Acts_11.md,4,32,32,0,0,RESTORED
books/NT/acts/Acts_12.md,books/NT/acts/Acts_12.md,4,32,32,0,0,RESTORED
books/NT/acts/Acts_13.md,books/NT/acts/Acts_13.md,5,32,31,0,0,RESTORED
books/NT/acts/Acts_14.md,books/NT/acts/Acts_14.md,4,32,32,0,0,RESTORED
books/NT/acts/Acts_15.md,books/NT/acts/Acts_15.md,5,28,26,0,0,RESTORED
books/NT/acts/Acts_16.md,books/NT/acts/Acts_16.md,5,38,38,0,0,RESTORED
books/NT/acts/Acts_17.md,books/NT/acts/Acts_17.md,4,14,13,0,0,RESTORED
books/NT/acts/Acts_18.md,books/NT/acts/Acts_18.md,4,34,34,0,0,RESTORED
books/NT/acts/Acts_19.md,books/NT/acts/Acts_19.md,5,19,19,0,0,RESTORED
books/NT/acts/Acts_20.md,books/NT/acts/Acts_20.md,5,38,37,0,0,RESTORED
books/NT/acts/Acts_21.md,books/NT/acts/Acts_21.md,5,12,9,0,0,RESTORED
books/NT/acts/Acts_22.md,books/NT/acts/Acts_22.md,4,36,36,0,0,RESTORED
books/NT/acts/Acts_23.md,books/NT/acts/Acts_23.md,4,32,32,0,0,RESTORED
books/NT/acts/Acts_24.md,books/NT/acts/Acts_24.md,4,32,32,0,0,RESTORED
books/NT/acts/Acts_25.md,books/NT/acts/Acts_25.md,4,30,29,0,0,RESTORED
books/NT/acts/Acts_26.md,books/NT/acts/Acts_26.md,4,30,29,0,0,RESTORED
books/NT/acts/Acts_27.md,books/NT/acts/Acts_27.md,5,34,32,0,0,RESTORED
books/NT/acts/Acts_28.md,books/NT/acts/Acts_28.md,4,32,32,0,0,RESTORED
books/NT/colossians/Colossians_01.md,books/NT/colossians/Colossians_01.md,4,18,16,0,0,RESTORED
books/NT/colossians/Colossians_02.md,books/NT/colossians/Colossians_02.md,4,11,11,0,0,RESTORED
books/NT/colossians/Colossians_03.md,books/NT/colossians/Colossians_03.md,4,51,49,2,0,RESTORED
books/NT/colossians/Colossians_04.md,books/NT/colossians/Colossians_04.md,4,20,20,0,0,RESTORED
books/NT/ephesians/Ephesians_01.md,books/NT/ephesians/Ephesians_01.md,4,20,20,0,0,RESTORED
books/NT/ephesians/Ephesians_02.md,books/NT/ephesians/Ephesians_02.md,4,10,10,0,0,RESTORED
books/NT/ephesians/Ephesians_03.md,books/NT/ephesians/Ephesians_03.md,4,22,22,0,0,RESTORED
books/NT/ephesians/Ephesians_04.md,books/NT/ephesians/Ephesians_04.md,4,22,22,0,0,RESTORED
books/NT/ephesians/Ephesians_05.md,books/NT/ephesians/Ephesians_05.md,4,15,15,0,0,RESTORED
books/NT/ephesians/Ephesians_06.md,books/NT/ephesians/Ephesians_06.md,4,9,7,2,0,RESTORED
books/NT/galatians/Galatians_01.md,books/NT/galatians/Galatians_01.md,4,18,18,0,0,RESTORED
books/NT/galatians/Galatians_02.md,books/NT/galatians/Galatians_02.md,4,24,24,0,0,RESTORED
books/NT/galatians/Galatians_03.md,books/NT/galatians/Galatians_03.md,4,24,24,0,0,RESTORED
books/NT/galatians/Galatians_04.md,books/NT/galatians/Galatians_04.md,4,31,31,0,0,RESTORED
books/NT/galatians/Galatians_05.md,books/NT/galatians/Galatians_05.md,4,10,9,1,0,RESTORED
books/NT/galatians/Galatians_06.md,books/NT/galatians/Galatians_06.md,4,22,22,0,0,RESTORED
books/NT/hebrews/Hebrews_01.md,books/NT/hebrews/Hebrews_01.md,4,26,26,0,0,RESTORED
books/NT/hebrews/Hebrews_02.md,books/NT/hebrews/Hebrews_02.md,4,28,28,0,0,RESTORED
books/NT/hebrews/Hebrews_03.md,books/NT/hebrews/Hebrews_03.md,4,24,24,0,0,RESTORED
books/NT/hebrews/Hebrews_04.md,books/NT/hebrews/Hebrews_04.md,4,24,22,2,0,RESTORED
books/NT/hebrews/Hebrews_05.md,books/NT/hebrews/Hebrews_05.md,4,26,26,0,0,RESTORED
books/NT/hebrews/Hebrews_06.md,books/NT/hebrews/Hebrews_06.md,4,26,26,0,0,RESTORED
books/NT/hebrews/Hebrews_07.md,books/NT/hebrews/Hebrews_07.md,4,26,26,0,0,RESTORED
books/NT/hebrews/Hebrews_08.md,books/NT/hebrews/Hebrews_08.md,4,24,24,0,0,RESTORED
books/NT/hebrews/Hebrews_09.md,books/NT/hebrews/Hebrews_09.md,4,30,30,0,0,RESTORED
books/NT/hebrews/Hebrews_10.md,books/NT/hebrews/Hebrews_10.md,5,25,22,3,0,RESTORED
books/NT/hebrews/Hebrews_11.md,books/NT/hebrews/Hebrews_11.md,5,9,8,1,0,RESTORED
books/NT/hebrews/Hebrews_12.md,books/NT/hebrews/Hebrews_12.md,4,30,30,0,0,RESTORED
books/NT/hebrews/Hebrews_13.md,books/NT/hebrews/Hebrews_13.md,4,20,16,0,0,RESTORED
books/NT/james/James_01.md,books/NT/james/James_01.md,4,9,9,0,0,RESTORED
books/NT/james/James_02.md,books/NT/james/James_02.md,4,24,24,0,0,RESTORED
books/NT/james/James_03.md,books/NT/james/James_03.md,4,24,24,0,0,RESTORED
books/NT/james/James_04.md,books/NT/james/James_04.md,4,24,24,0,0,RESTORED
books/NT/james/James_05.md,books/NT/james/James_05.md,4,26,26,0,0,RESTORED
books/NT/john/John_01.md,books/NT/john/John_01.md,5,9,6,3,0,RESTORED
books/NT/john/John_02.md,books/NT/john/John_02.md,4,12,11,0,0,RESTORED
books/NT/john/John_03.md,books/NT/john/John_03.md,5,10,7,3,0,RESTORED
books/NT/john/John_04.md,books/NT/john/John_04.md,5,10,8,2,0,RESTORED
books/NT/john/John_05.md,books/NT/john/John_05.md,5,17,15,0,0,RESTORED
books/NT/john/John_06.md,books/NT/john/John_06.md,6,18,14,0,0,RESTORED
books/NT/john/John_07.md,books/NT/john/John_07.md,5,17,14,0,0,RESTORED
books/NT/john/John_08.md,books/NT/john/John_08.md,5,16,14,0,0,RESTORED
books/NT/john/John_09.md,books/NT/john/John_09.md,5,13,11,2,0,RESTORED
books/NT/john/John_10.md,books/NT/john/John_10.md,5,10,8,0,0,RESTORED
books/NT/john/John_11.md,books/NT/john/John_11.md,5,20,17,3,0,RESTORED
books/NT/john/John_12.md,books/NT/john/John_12.md,5,19,17,0,0,RESTORED
books/NT/john/John_13.md,books/NT/john/John_13.md,5,27,25,2,0,RESTORED
books/NT/john/John_14.md,books/NT/john/John_14.md,4,10,8,0,0,RESTORED
books/NT/john/John_15.md,books/NT/john/John_15.md,4,17,17,0,0,RESTORED
books/NT/john/John_16.md,books/NT/john/John_16.md,4,18,17,0,0,RESTORED
books/NT/john/John_17.md,books/NT/john/John_17.md,4,18,16,0,0,RESTORED
books/NT/john/John_18.md,books/NT/john/John_18.md,5,26,22,4,0,RESTORED
books/NT/john/John_19.md,books/NT/john/John_19.md,5,8,5,2,0,RESTORED
books/NT/john/John_20.md,books/NT/john/John_20.md,4,26,24,2,0,RESTORED
books/NT/john/John_21.md,books/NT/john/John_21.md,4,16,15,1,0,RESTORED
books/NT/jude/Jude_01.md,books/NT/jude/Jude_01.md,4,12,12,0,0,RESTORED
books/NT/luke/Luke_01.md,books/NT/luke/Luke_01.md,6,23,18,5,0,RESTORED
books/NT/luke/Luke_02.md,books/NT/luke/Luke_02.md,5,19,14,0,0,RESTORED
books/NT/luke/Luke_03.md,books/NT/luke/Luke_03.md,5,27,23,0,0,RESTORED
books/NT/luke/Luke_04.md,books/NT/luke/Luke_04.md,5,8,4,0,0,RESTORED
books/NT/luke/Luke_05.md,books/NT/luke/Luke_05.md,5,35,32,0,0,RESTORED
books/NT/luke/Luke_06.md,books/NT/luke/Luke_06.md,5,23,23,0,0,RESTORED
books/NT/luke/Luke_07.md,books/NT/luke/Luke_07.md,5,20,16,0,0,RESTORED
books/NT/luke/Luke_08.md,books/NT/luke/Luke_08.md,5,12,8,0,0,RESTORED
books/NT/luke/Luke_09.md,books/NT/luke/Luke_09.md,5,16,14,0,0,RESTORED
books/NT/luke/Luke_10.md,books/NT/luke/Luke_10.md,5,21,19,2,0,RESTORED
books/NT/luke/Luke_11.md,books/NT/luke/Luke_11.md,5,19,18,0,0,RESTORED
books/NT/luke/Luke_12.md,books/NT/luke/Luke_12.md,5,20,19,0,0,RESTORED
books/NT/luke/Luke_13.md,books/NT/luke/Luke_13.md,4,19,18,0,0,RESTORED
books/NT/luke/Luke_14.md,books/NT/luke/Luke_14.md,4,11,8,0,0,RESTORED
books/NT/luke/Luke_15.md,books/NT/luke/Luke_15.md,0,10,5,0,5,RESTORED
books/NT/luke/Luke_16.md,books/NT/luke/Luke_16.md,4,18,14,0,0,RESTORED
books/NT/luke/Luke_17.md,books/NT/luke/Luke_17.md,5,21,21,0,0,RESTORED
books/NT/luke/Luke_18.md,books/NT/luke/Luke_18.md,5,20,19,0,0,RESTORED
books/NT/luke/Luke_19.md,books/NT/luke/Luke_19.md,5,14,13,0,0,RESTORED
books/NT/luke/Luke_20.md,books/NT/luke/Luke_20.md,5,14,12,0,0,RESTORED
books/NT/luke/Luke_21.md,books/NT/luke/Luke_21.md,5,18,15,0,0,RESTORED
books/NT/luke/Luke_22.md,books/NT/luke/Luke_22.md,6,16,12,0,0,RESTORED
books/NT/luke/Luke_23.md,books/NT/luke/Luke_23.md,5,18,15,0,0,RESTORED
books/NT/luke/Luke_24.md,books/NT/luke/Luke_24.md,5,19,15,4,0,RESTORED
books/NT/mark/Mark_01.md,books/NT/mark/Mark_01.md,5,21,19,2,0,RESTORED
books/NT/mark/Mark_02.md,books/NT/mark/Mark_02.md,4,4,1,3,0,RESTORED
books/NT/mark/Mark_03.md,books/NT/mark/Mark_03.md,4,5,2,3,0,RESTORED
books/NT/mark/Mark_04.md,books/NT/mark/Mark_04.md,5,20,20,0,0,RESTORED
books/NT/mark/Mark_05.md,books/NT/mark/Mark_05.md,5,5,2,3,0,RESTORED
books/NT/mark/Mark_06.md,books/NT/mark/Mark_06.md,5,37,33,3,1,RESTORED
books/NT/mark/Mark_07.md,books/NT/mark/Mark_07.md,4,4,2,2,0,RESTORED
books/NT/mark/Mark_08.md,books/NT/mark/Mark_08.md,5,5,1,4,0,RESTORED
books/NT/mark/Mark_09.md,books/NT/mark/Mark_09.md,5,12,7,0,0,RESTORED
books/NT/mark/Mark_10.md,books/NT/mark/Mark_10.md,5,14,11,0,0,RESTORED
books/NT/mark/Mark_11.md,books/NT/mark/Mark_11.md,4,14,11,0,0,RESTORED
books/NT/mark/Mark_12.md,books/NT/mark/Mark_12.md,5,17,15,0,0,RESTORED
books/NT/mark/Mark_13.md,books/NT/mark/Mark_13.md,5,18,15,0,0,RESTORED
books/NT/mark/Mark_14.md,books/NT/mark/Mark_14.md,6,20,18,0,0,RESTORED
books/NT/mark/Mark_15.md,books/NT/mark/Mark_15.md,5,21,21,0,0,RESTORED
books/NT/mark/Mark_16.md,books/NT/mark/Mark_16.md,4,21,19,0,0,RESTORED
books/NT/matthew/Matthew_01.md,books/NT/matthew/Matthew_01.md,5,0,0,0,0,SOURCE_HAS_NO_VOCABULARY
books/NT/matthew/Matthew_02.md,books/NT/matthew/Matthew_02.md,5,0,0,0,0,SOURCE_HAS_NO_VOCABULARY
books/NT/matthew/Matthew_03.md,books/NT/matthew/Matthew_03.md,5,0,0,0,0,SOURCE_HAS_NO_VOCABULARY
books/NT/matthew/Matthew_04.md,books/NT/matthew/Matthew_04.md,4,17,14,3,0,RESTORED
books/NT/matthew/Matthew_05.md,books/NT/matthew/Matthew_05.md,5,8,7,0,0,RESTORED
books/NT/matthew/Matthew_06.md,books/NT/matthew/Matthew_06.md,4,10,8,2,0,RESTORED
books/NT/matthew/Matthew_07.md,books/NT/matthew/Matthew_07.md,4,5,3,2,0,RESTORED
books/NT/matthew/Matthew_08.md,books/NT/matthew/Matthew_08.md,4,12,9,3,0,RESTORED
books/NT/matthew/Matthew_09.md,books/NT/matthew/Matthew_09.md,5,14,12,2,0,RESTORED
books/NT/matthew/Matthew_10.md,books/NT/matthew/Matthew_10.md,5,16,13,3,0,RESTORED
books/NT/matthew/Matthew_11.md,books/NT/matthew/Matthew_11.md,4,15,13,2,0,RESTORED
books/NT/matthew/Matthew_12.md,books/NT/matthew/Matthew_12.md,5,15,12,3,0,RESTORED
books/NT/matthew/Matthew_13.md,books/NT/matthew/Matthew_13.md,5,17,13,4,0,RESTORED
books/NT/matthew/Matthew_14.md,books/NT/matthew/Matthew_14.md,5,13,11,2,0,RESTORED
books/NT/matthew/Matthew_15.md,books/NT/matthew/Matthew_15.md,5,13,10,3,0,RESTORED
books/NT/matthew/Matthew_16.md,books/NT/matthew/Matthew_16.md,4,15,14,1,0,RESTORED
books/NT/matthew/Matthew_17.md,books/NT/matthew/Matthew_17.md,4,9,8,1,0,RESTORED
books/NT/matthew/Matthew_18.md,books/NT/matthew/Matthew_18.md,4,16,15,1,0,RESTORED
books/NT/matthew/Matthew_19.md,books/NT/matthew/Matthew_19.md,4,16,15,1,0,RESTORED
books/NT/matthew/Matthew_20.md,books/NT/matthew/Matthew_20.md,4,12,10,2,0,RESTORED
books/NT/matthew/Matthew_21.md,books/NT/matthew/Matthew_21.md,5,27,25,2,0,RESTORED
books/NT/matthew/Matthew_22.md,books/NT/matthew/Matthew_22.md,5,14,11,3,0,RESTORED
books/NT/matthew/Matthew_23.md,books/NT/matthew/Matthew_23.md,5,17,14,3,0,RESTORED
books/NT/matthew/Matthew_24.md,books/NT/matthew/Matthew_24.md,5,17,15,2,0,RESTORED
books/NT/matthew/Matthew_25.md,books/NT/matthew/Matthew_25.md,5,20,18,2,0,RESTORED
books/NT/matthew/Matthew_26.md,books/NT/matthew/Matthew_26.md,6,47,43,4,0,RESTORED
books/NT/matthew/Matthew_27.md,books/NT/matthew/Matthew_27.md,5,37,36,1,0,RESTORED
books/NT/matthew/Matthew_28.md,books/NT/matthew/Matthew_28.md,4,27,26,1,0,RESTORED
books/NT/philemon/Philemon_01.md,books/NT/philemon/Philemon_01.md,4,13,12,0,0,RESTORED
books/NT/philippians/Philippians_01.md,books/NT/philippians/Philippians_01.md,4,12,11,0,0,RESTORED
books/NT/philippians/Philippians_02.md,books/NT/philippians/Philippians_02.md,0,13,3,0,10,RESTORED
books/NT/philippians/Philippians_03.md,books/NT/philippians/Philippians_03.md,4,12,12,0,0,RESTORED
books/NT/philippians/Philippians_04.md,books/NT/philippians/Philippians_04.md,4,13,11,0,0,RESTORED
books/NT/revelation/Revelation_01.md,books/NT/revelation/Revelation_01.md,4,10,9,0,0,RESTORED
books/NT/revelation/Revelation_02.md,books/NT/revelation/Revelation_02.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_03.md,books/NT/revelation/Revelation_03.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_04.md,books/NT/revelation/Revelation_04.md,4,9,9,0,0,RESTORED
books/NT/revelation/Revelation_05.md,books/NT/revelation/Revelation_05.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_06.md,books/NT/revelation/Revelation_06.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_07.md,books/NT/revelation/Revelation_07.md,4,10,9,0,0,RESTORED
books/NT/revelation/Revelation_08.md,books/NT/revelation/Revelation_08.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_09.md,books/NT/revelation/Revelation_09.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_10.md,books/NT/revelation/Revelation_10.md,4,8,8,0,0,RESTORED
books/NT/revelation/Revelation_11.md,books/NT/revelation/Revelation_11.md,4,10,9,0,0,RESTORED
books/NT/revelation/Revelation_12.md,books/NT/revelation/Revelation_12.md,4,11,10,0,0,RESTORED
books/NT/revelation/Revelation_13.md,books/NT/revelation/Revelation_13.md,4,12,12,0,0,RESTORED
books/NT/revelation/Revelation_14.md,books/NT/revelation/Revelation_14.md,4,11,11,0,0,RESTORED
books/NT/revelation/Revelation_15.md,books/NT/revelation/Revelation_15.md,4,10,10,0,0,RESTORED
books/NT/revelation/Revelation_16.md,books/NT/revelation/Revelation_16.md,4,11,10,0,0,RESTORED
books/NT/revelation/Revelation_17.md,books/NT/revelation/Revelation_17.md,4,12,12,0,0,RESTORED
books/NT/revelation/Revelation_18.md,books/NT/revelation/Revelation_18.md,4,11,11,0,0,RESTORED
books/NT/revelation/Revelation_19.md,books/NT/revelation/Revelation_19.md,4,11,7,0,0,RESTORED
books/NT/revelation/Revelation_20.md,books/NT/revelation/Revelation_20.md,4,11,11,0,0,RESTORED
books/NT/revelation/Revelation_21.md,books/NT/revelation/Revelation_21.md,4,11,11,0,0,RESTORED
books/NT/revelation/Revelation_22.md,books/NT/revelation/Revelation_22.md,4,13,9,0,0,RESTORED
books/NT/romans/Romans_01.md,books/NT/romans/Romans_01.md,4,16,15,0,0,RESTORED
books/NT/romans/Romans_02.md,books/NT/romans/Romans_02.md,4,16,15,0,0,RESTORED
books/NT/romans/Romans_03.md,books/NT/romans/Romans_03.md,4,8,6,0,0,RESTORED
books/NT/romans/Romans_04.md,books/NT/romans/Romans_04.md,4,6,4,0,0,RESTORED
books/NT/romans/Romans_05.md,books/NT/romans/Romans_05.md,4,15,12,0,0,RESTORED
books/NT/romans/Romans_06.md,books/NT/romans/Romans_06.md,4,10,9,0,0,RESTORED
books/NT/romans/Romans_07.md,books/NT/romans/Romans_07.md,4,17,14,0,0,RESTORED
books/NT/romans/Romans_08.md,books/NT/romans/Romans_08.md,5,12,10,0,0,RESTORED
books/NT/romans/Romans_09.md,books/NT/romans/Romans_09.md,4,17,15,0,0,RESTORED
books/NT/romans/Romans_10.md,books/NT/romans/Romans_10.md,4,15,14,0,0,RESTORED
books/NT/romans/Romans_11.md,books/NT/romans/Romans_11.md,5,15,14,0,0,RESTORED
books/NT/romans/Romans_12.md,books/NT/romans/Romans_12.md,4,19,17,0,0,RESTORED
books/NT/romans/Romans_13.md,books/NT/romans/Romans_13.md,4,14,14,0,0,RESTORED
books/NT/romans/Romans_14.md,books/NT/romans/Romans_14.md,4,16,14,0,0,RESTORED
books/NT/romans/Romans_15.md,books/NT/romans/Romans_15.md,4,17,16,0,0,RESTORED
books/NT/romans/Romans_16.md,books/NT/romans/Romans_16.md,4,19,19,0,0,RESTORED
books/NT/titus/Titus_01.md,books/NT/titus/Titus_01.md,4,13,12,0,0,RESTORED
books/NT/titus/Titus_02.md,books/NT/titus/Titus_02.md,4,5,1,0,0,RESTORED
books/NT/titus/Titus_03.md,books/NT/titus/Titus_03.md,4,10,8,0,0,RESTORED
books/OT/1chronicles/1Chronicles_01.md,books/OT/1chronicles/1Chronicles_01.md,5,16,12,0,0,RESTORED
books/OT/1chronicles/1Chronicles_02.md,books/OT/1chronicles/1Chronicles_02.md,3,3,3,0,0,RESTORED
books/OT/1chronicles/1Chronicles_03.md,books/OT/1chronicles/1Chronicles_03.md,1,4,4,0,0,RESTORED
books/OT/1chronicles/1Chronicles_04.md,books/OT/1chronicles/1Chronicles_04.md,2,3,3,0,0,RESTORED
books/OT/1chronicles/1Chronicles_05.md,books/OT/1chronicles/1Chronicles_05.md,0,3,3,0,0,RESTORED
books/OT/1chronicles/1Chronicles_06.md,books/OT/1chronicles/1Chronicles_06.md,0,7,0,0,7,TEXT_CHANGED_SKIPS
books/OT/1chronicles/1Chronicles_07.md,books/OT/1chronicles/1Chronicles_07.md,5,5,0,2,3,CONFLICTS_ONLY
books/OT/1chronicles/1Chronicles_08.md,books/OT/1chronicles/1Chronicles_08.md,4,4,0,2,2,CONFLICTS_ONLY
