9:48|He said to them, “Whoever welcomes this child in my name welcomes me, and whoever welcomes me welcomes the one who sent me. For the one who is least among all of you is the one who is great.”|Preserves the chain of welcome and paradox of least and great.
9:49|John answered, “Master, we saw someone driving out demons in your name, and we tried to stop him because he does not follow with us.”|Keeps John’s identity, the outsider’s effective action, and group-boundary reason.
9:50|Jesus told him, “Do not stop him, for whoever is not against you is for you.”|Retains the plural group pronouns in the pinned reading.
9:51|As the days approached for Jesus to be taken up, he set his face firmly toward Jerusalem.|Preserves the ascension horizon and deliberate “set his face” image.
9:52|He sent messengers ahead of him. They entered a Samaritan village to make preparations for him,|Keeps the messengers, ethnic-geographic setting, and purpose.
9:53|but the people did not welcome him because he was heading toward Jerusalem.|Retains the stated Jerusalem-related reason for refusal.
9:54|When the disciples James and John saw this, they said, “Lord, do you want us to call down fire from heaven to consume them?”|Names both disciples and preserves the requested lethal violence.
9:55|But Jesus turned and rebuked them.|Keeps the source’s brief response without adding a speech absent from the pinned text.
9:56|Then they went to another village.|Retains the nonviolent movement onward.
9:57|As they were traveling along the road, someone said to Jesus, “I will follow you wherever you go.”|Keeps the journey setting and unrestricted promise.
9:58|Jesus told him, “Foxes have dens and birds of the sky have nests, but the Son of Man has nowhere to lay his head.”|Preserves the animal shelters and Son of Man’s lack of place.
9:59|He said to another man, “Follow me.” But the man replied, “Lord, first let me go and bury my father.”|Keeps Jesus’ initiative, the man’s address, and burial request.
9:60|Jesus told him, “Let the dead bury their own dead, but you go and proclaim the kingdom of God.”|Retains the deliberately harsh paradox and contrasted commission.
9:61|Another said, “I will follow you, Lord, but first let me say goodbye to those in my household.”|Keeps the promise, delay, and household relationship.
9:62|Jesus told him, “No one who puts a hand to the plow and looks back is fit for the kingdom of God.”|Preserves the agricultural image and kingdom suitability.
10:1|After this, the Lord appointed seventy-two others and sent them ahead of him in pairs to every town and place he was about to visit.|Keeps the pinned number, paired sending, and preparation for Jesus’ own arrival.
10:2|He told them, “The harvest is plentiful, but the workers are few. Therefore ask the Lord of the harvest to send out workers into his harvest.|Preserves repetition of harvest and the strong sending verb.
10:3|Go! I am sending you out like lambs among wolves.|Keeps the abrupt command and vulnerable animal image.
10:4|Carry no moneybag, travel bag, or sandals, and greet no one along the road.|Retains all travel restrictions and urgency of avoiding road greetings.
10:5|Whenever you enter a house, first say, ‘Peace to this house.’|Keeps peace as spoken over the household.
10:6|If a person of peace is there, your peace will rest on them; if not, it will return to you.|Renders “son of peace” idiomatically while preserving the returning peace image.
10:7|Stay in that same house, eating and drinking whatever they provide, because the worker deserves their wages. Do not move from house to house.|Keeps household stability, hospitality, wages, and prohibition on upgrading lodging.
10:8|Whenever you enter a town and they welcome you, eat what is set before you.|Retains reception and unqualified acceptance of food.
10:9|Heal the sick there and tell them, ‘The kingdom of God has come near to you.’|Keeps healing and kingdom nearness directed to the same people.
10:10|But whenever you enter a town and they do not welcome you, go out into its streets and say,|Preserves public response to a town’s rejection.
10:11|‘Even the dust from your town that clings to our feet we wipe off against you. Yet know this: the kingdom of God has come near.’|Keeps clinging dust, witness against the town, and unchanged kingdom nearness.
10:12|I tell you, on that day it will be more bearable for Sodom than for that town.|Retains future judgment and the Sodom comparison.
10:13|Woe to you, Chorazin! Woe to you, Bethsaida! If the miracles done among you had been done in Tyre and Sidon, they would have repented long ago, sitting in sackcloth and ashes.|Keeps all four place names, miraculous works, repentance, and bodily signs.
10:14|But at the judgment it will be more bearable for Tyre and Sidon than for you.|Preserves comparative judgment and direct plural address.
10:15|And you, Capernaum, will you be lifted up to heaven? You will be brought down to Hades.|Keeps the rhetorical question and heaven-Hades descent contrast.
10:16|Whoever listens to you listens to me; whoever rejects you rejects me; and whoever rejects me rejects the one who sent me.”|Preserves the linked chain of hearing and rejection.
10:17|The seventy-two returned with joy, saying, “Lord, even the demons submit to us in your name!”|Keeps the pinned number, joy, demons, and authority located in Jesus’ name.
10:18|He said to them, “I watched Satan fall from heaven like lightning.|Retains Jesus as witness and the vivid fall comparison.
10:19|Look, I have given you authority to tread on snakes and scorpions and over all the power of the enemy. Nothing will ever harm you.|Keeps authority, dangerous creatures, enemy power, and emphatic protection.
10:20|Nevertheless, do not rejoice that the spirits submit to you; rejoice that your names are written in heaven.”|Preserves the correction from exercised power to heavenly belonging.
10:21|At that very hour Jesus rejoiced in the Holy Spirit and said, “I praise you, Father, Lord of heaven and earth, because you hid these things from the wise and intelligent and revealed them to infants. Yes, Father, because this was your gracious will.|Keeps Spirit, praise, divine hiding and revealing, infants, and gracious will.
10:22|Everything has been handed over to me by my Father. No one knows who the Son is except the Father, or who the Father is except the Son and anyone to whom the Son chooses to reveal him.”|Preserves mutual knowledge, handing over, and the Son’s chosen revelation.
10:23|Then Jesus turned privately to the disciples and said, “Blessed are the eyes that see what you see.|Keeps the private turn and blessing of their seeing.
10:24|For I tell you, many prophets and kings wanted to see what you see but did not see it, and to hear what you hear but did not hear it.”|Retains prophets and kings and the paired longing to see and hear.
10:25|An expert in the law stood up to test Jesus. “Teacher,” he asked, “what must I do to inherit eternal life?”|Keeps the testing motive, title, action question, and inheritance language.
10:26|Jesus said to him, “What is written in the law? How do you read it?”|Preserves both the textual and interpretive questions.
10:27|He answered, “‘Love the Lord your God with all your heart, with all your soul, with all your strength, and with all your mind,’ and ‘your neighbor as yourself.’”|Keeps all four human dimensions and the neighbor command.
10:28|Jesus told him, “You have answered correctly. Do this, and you will live.”|Retains approval and the command’s life consequence.
10:29|But wanting to justify himself, he asked Jesus, “And who is my neighbor?”|Keeps his self-justifying motive and limiting question.
10:30|Jesus replied, “A man was going down from Jerusalem to Jericho when he fell into the hands of robbers. They stripped him, beat him, and went away, leaving him half dead.|Preserves geography and every stage of the violent attack.
10:31|By chance a priest was going down that road. When he saw the man, he passed by on the other side.|Keeps chance, priestly identity, sight, and deliberate avoidance.
10:32|In the same way, a Levite came to the place, saw him, and passed by on the other side.|Preserves parallel seeing and avoidance.
10:33|But a Samaritan traveling that way came to him, saw him, and was moved with compassion.|Retains Samaritan identity and compassion arising upon sight.
10:34|He went to him, bandaged his wounds, and poured on oil and wine. Then he put him on his own animal, brought him to an inn, and cared for him.|Keeps concrete treatment, personal transport, inn, and continuing care.
10:35|The next day he took out two denarii, gave them to the innkeeper, and said, ‘Take care of him. Whatever more you spend, I will repay you when I return.’|Preserves exact amount, innkeeper, open-ended cost, and promised return.
10:36|Which of these three do you think became a neighbor to the man who fell among the robbers?”|Keeps Jesus’ reversal from defining neighbor to becoming one.
10:37|The expert said, “The one who showed him mercy.” Jesus told him, “Go and do likewise.”|Retains the lawyer’s indirect identification and Jesus’ practical command.
10:38|As they continued on their way, Jesus entered a village. A woman named Martha welcomed him into her home.|Keeps travel, unnamed village, Martha’s name, agency, and hospitality.
10:39|She had a sister named Mary, who sat at the Lord’s feet and listened to his word.|Preserves Mary’s learner posture and sustained listening.
10:40|But Martha was distracted by her many tasks. She came to Jesus and said, “Lord, do you not care that my sister has left me to serve alone? Tell her to help me.”|Keeps the burden of service, Martha’s complaint, and direct request without belittling her work.
10:41|The Lord answered her, “Martha, Martha, you are worried and troubled about many things,|Retains doubled name, care, agitation, and many concerns.
10:42|but few things are needed—or only one. Mary has chosen the good portion, and it will not be taken away from her.”|Preserves the difficult “few or one” wording and Mary’s protected choice.
11:1|One day Jesus was praying in a certain place. When he finished, one of his disciples said, “Lord, teach us to pray, just as John taught his disciples.”|Keeps prayer setting, completion, unnamed disciple, and comparison with John.
11:2|He said to them, “When you pray, say: ‘Father, may your name be kept holy. May your kingdom come.|Preserves Luke’s shorter address and two petitions without importing added clauses.
11:3|Give us each day our daily bread.|Keeps repeated daily language and dependence for bread.
11:4|Forgive us our sins, for we ourselves forgive everyone indebted to us. And do not bring us into testing.’”|Preserves sins, human debtors, reciprocal forgiveness, and the final trial petition.
11:5|Then Jesus said to them, “Suppose one of you has a friend and goes to him at midnight, saying, ‘Friend, lend me three loaves of bread,|Keeps friendship, midnight, borrowing, and exact number.
11:6|because a friend of mine has arrived from a journey, and I have nothing to set before him.’|Preserves hospitality obligation and lack of food.
11:7|Then the friend inside answers, ‘Do not bother me. The door is already locked, and my children are in bed with me. I cannot get up and give you anything.’|Keeps the locked household, shared sleeping arrangement, and refusal.
11:8|I tell you, even if he will not get up and give him bread because he is his friend, he will get up because of the man’s shameless persistence and give him whatever he needs.|Retains friendship contrast, difficult anaideia, and sufficient provision.
11:9|So I tell you: Ask, and it will be given to you; seek, and you will find; knock, and the door will be opened to you.|Preserves all three repeated imperatives and promises.
11:10|For everyone who asks receives; the one who seeks finds; and to the one who knocks, the door will be opened.|Keeps universal and repeated correspondence.
11:11|Which father among you, if his son asks for a fish, will give him a snake instead?|Retains father-son relation and fish-snake contrast.
11:12|Or if he asks for an egg, will give him a scorpion?|Keeps the second food-danger contrast.
11:13|If you, though you are evil, know how to give good gifts to your children, how much more will the Father from heaven give the Holy Spirit to those who ask him!”|Preserves the harsh human assessment and Luke’s specific gift of the Holy Spirit.
11:14|Jesus was driving out a demon that kept a man from speaking. When the demon came out, the man who had been mute spoke, and the crowds were amazed.|Clarifies the demon’s effect while distinguishing man and demon.
11:15|But some of them said, “He drives out demons by Beelzebul, the ruler of demons.”|Retains accusation and title without correcting it in narration.
11:16|Others tested him by demanding a sign from heaven.|Keeps their motive, demand, and heavenly source.
11:17|Knowing their thoughts, Jesus said to them, “Every kingdom divided against itself is laid waste, and house falls upon house.|Preserves Jesus’ knowledge and both political and household images.
11:18|If Satan is divided against himself, how will his kingdom stand? I ask because you say that I drive out demons by Beelzebul.|Keeps the conditional reasoning and direct link to their accusation.
11:19|If I drive out demons by Beelzebul, by whom do your followers drive them out? Therefore, they will be your judges.|Renders “sons” as followers in this group relation and retains the judgment reversal.
11:20|But if I drive out demons by the finger of God, then the kingdom of God has come upon you.|Keeps the concrete divine image and accomplished kingdom arrival.
11:21|When a strong man, fully armed, guards his own courtyard, his possessions are secure.|Preserves armed strength, guarded property, and temporary security.
11:22|But when someone stronger attacks and overcomes him, he takes away the armor the man trusted and distributes his plunder.|Keeps comparative strength, defeated trust, and division of spoils.
11:23|Whoever is not with me is against me, and whoever does not gather with me scatters.|Retains both uncompromising contrasts.
11:24|When an unclean spirit comes out of a person, it travels through waterless places seeking rest. Finding none, it says, ‘I will return to my house that I left.’|Keeps unclean spirit, arid wandering, rest, and possessive house speech.
11:25|When it arrives, it finds the house swept and put in order.|Preserves cleanliness and order without claiming genuine transformation.
11:26|Then it goes and brings seven other spirits more evil than itself. They enter and live there, and that person’s final condition becomes worse than the first.”|Keeps exact number, comparative evil, indwelling, and worsening outcome.
11:27|As Jesus was saying these things, a woman in the crowd raised her voice and said, “Blessed is the womb that carried you and the breasts that nursed you!”|Preserves the woman’s bodily maternal blessing without euphemism.
11:28|But he said, “Rather, blessed are those who hear the word of God and keep it.”|Keeps the corrective intensification and both hearing and keeping.
11:29|As the crowds grew larger, Jesus began to say, “This generation is an evil generation. It seeks a sign, but no sign will be given to it except the sign of Jonah.|Retains growing crowd, moral judgment, and only the source’s Jonah sign.
11:30|For just as Jonah became a sign to the people of Nineveh, so the Son of Man will be to this generation.|Keeps Jonah’s sign relationship and future Son of Man parallel.
11:31|The queen of the South will rise at the judgment with the people of this generation and condemn them, because she came from the ends of the earth to hear Solomon’s wisdom—and look, something greater than Solomon is here.|Retains female royal witness, distant travel, wisdom, and greater-than comparison.
11:32|The people of Nineveh will rise at the judgment with this generation and condemn it, because they repented at Jonah’s proclamation—and look, something greater than Jonah is here.|Keeps repentance, proclamation, judgment, and second greater-than comparison.
11:33|No one lights a lamp and puts it in a hidden place or under a basket. Instead, it is put on a lampstand so those who enter may see the light.|Preserves both concealments and the entering viewer.
11:34|Your eye is the lamp of your body. When your eye is healthy, your whole body is full of light, but when it is bad, your body is full of darkness.|Uses natural visual language while retaining the possible moral dimension for a note.
11:35|Therefore, watch carefully that the light in you is not darkness.|Keeps the paradoxical warning and self-examination.
11:36|If your whole body is full of light, with no part dark, it will be entirely illuminated, as when a lamp shines its light on you.”|Preserves whole-body light and the lamp-flash comparison.
11:37|When Jesus finished speaking, a Pharisee invited him to dine with him. Jesus went in and reclined at the table.|Keeps invitation, entry, and ancient dining posture.
11:38|The Pharisee was surprised when he saw that Jesus did not first wash ceremonially before the meal.|Distinguishes ritual washing from ordinary hygiene without importing a full purity explanation.
11:39|The Lord said to him, “You Pharisees clean the outside of the cup and dish, but inside you are full of greed and wickedness.|Keeps outside-inside contrast and names exploitation and evil.
11:40|Fools! Did not the one who made the outside make the inside as well?|Retains sharp address and Creator-based question.
11:41|Instead, give what is inside as alms, and then everything will be clean for you.|Preserves the difficult inside/alms wording without replacing it with a sermon.
11:42|But woe to you Pharisees! You give a tenth of mint, rue, and every herb, yet you neglect justice and the love of God. You should have practiced these without neglecting the others.|Keeps exact plants, justice, love of God, and both obligations.
11:43|Woe to you Pharisees! You love the front seats in the synagogues and greetings in the marketplaces.|Retains status in religious and public spaces.
11:44|Woe to you! You are like unmarked graves that people walk over without knowing it.”|Keeps hidden graves and unsuspecting contact.
11:45|One of the experts in the law responded, “Teacher, when you say these things, you insult us too.”|Preserves his group identification and sense of insult.
11:46|Jesus replied, “Woe to you experts in the law as well! You load people with burdens hard to carry, while you yourselves do not touch the burdens with one of your fingers.|Keeps imposed weight and leaders’ refusal to assist.
11:47|Woe to you! You build the tombs of the prophets whom your ancestors killed.|Retains the relationship between memorial building and ancestral killing.
11:48|So you are witnesses who approve of your ancestors’ deeds: they killed the prophets, and you build their tombs.|Preserves witness, approval, and divided actions across generations.
11:49|For this reason the Wisdom of God said, ‘I will send them prophets and apostles. They will kill some of them and persecute others,’|Keeps Wisdom as speaker and both prophetic and apostolic victims.
11:50|so that this generation may be held accountable for the blood of all the prophets shed since the foundation of the world,|Retains corporate accountability, prophetic blood, and creation horizon.
11:51|from the blood of Abel to the blood of Zechariah, who was killed between the altar and the sanctuary. Yes, I tell you, this generation will be held accountable for it all.|Keeps both named victims, location, generation, and emphatic accountability.
11:52|Woe to you experts in the law! You have taken away the key of knowledge. You did not enter yourselves, and you hindered those who were entering.”|Preserves the key image and double obstruction.
11:53|When Jesus left there, the scribes and Pharisees began to oppose him fiercely and question him closely about many things,|Keeps intensifying hostility and broad interrogation.
11:54|lying in wait to catch him in something he might say.|Retains their predatory trap focused on his words.
