1:1|Since many have undertaken to put together an account of the events fulfilled among us,|Preserve the formal opening and fulfillment language rather than reduce the events to reported facts.
1:38|Mary said, “Here I am, the Lord's slave. Let it happen to me according to your word.” Then the angel left her.|Retain the female slave self-designation and Mary's voiced assent rather than erase either.
1:39|Soon afterward Mary set out and hurried to a town in the hill country of Judah.|Keep haste, the broad region, and an unnamed destination without adding a town name.
1:40|She entered Zechariah's house and greeted Elizabeth.|Preserve the household and the greeting that initiates the next response.
1:41|When Elizabeth heard Mary's greeting, the baby leaped in her womb, and Elizabeth was filled with the Holy Spirit.|Name both women to prevent pronoun confusion and retain the two linked responses.
1:42|She cried out loudly, “Blessed are you among women, and blessed is the fruit of your womb!|Keep the paired blessing and fruit image rather than reduce the second blessing to an abstract future.
1:43|How is it that the mother of my Lord should come to me?|Preserve Elizabeth's question and consequential designation my Lord without importing later titles.
1:44|The moment your greeting reached my ears, the baby in my womb leaped for joy.|Retain the bodily hearing image and the explicit joyful interpretation of the movement.
1:45|Blessed is she who believed that what the Lord had spoken to her would be fulfilled.”|Keep third-person blessing and the link between believing and fulfillment, with an alternative clause relation noted.
1:46|Mary said:\n“My soul magnifies the Lord,|Preserve the explicit speaker and familiar worship verb, with poetry lineation.
1:47|and my spirit rejoices in God my Savior,|Keep soul/spirit parallelism and Mary's personal address to God as Savior.
1:48|for he has looked on the lowly condition of his slave.\nFrom now on, every generation will call me blessed,|Preserve lowliness as circumstance and the female slave image, then the shift toward future generations.
1:49|for the Mighty One has done great things for me.\nHoly is his name,|Retain the divine epithet, personal great acts, and holiness of the name.
1:50|and his mercy reaches generation after generation\nfor those who fear him.|Carry the repeated generations and fear language without replacing reverent fear with a weaker feeling.
1:51|He has shown strength with his arm\nand scattered those proud in the thoughts of their hearts.|Preserve the bodily strength image and the inward location of pride.
1:52|He has brought rulers down from their thrones\nand raised up the lowly.|Keep the concrete political reversal and lowly connection with Mary's earlier condition.
1:53|He has filled the hungry with good things\nand sent the rich away empty.|Retain hunger, goods, wealth, and emptiness rather than spiritualize the material contrast.
1:54|He has come to the aid of Israel his servant,\nremembering his mercy,|Keep Israel as servant and divine remembering as the reason for help.
1:55|just as he promised our ancestors,\nmercy to Abraham and his descendants forever.”|Make the mercy connection across verses audible while retaining Abraham, descendants, and forever.
1:56|Mary stayed with Elizabeth about three months and then returned home.|Identify the host and preserve the approximate duration without placing the birth inside the visit.
1:57|When Elizabeth's time came to give birth, she bore a son.|Keep the completed time and birth without additional detail.
1:58|Her neighbors and relatives heard how greatly the Lord had shown her mercy, and they rejoiced with her.|Retain the two social groups and their shared response to mercy.
1:59|On the eighth day they came to circumcise the child, and they were going to name him Zechariah after his father.|Preserve the exact day, circumcision, and proposed rather than completed naming.
1:60|But his mother spoke up: “No! He is to be named John.”|Keep the mother's direct intervention and emphatic correction.
1:61|They told her, “No one in your family has that name.”|Render kinship naturally while retaining the objection to the proposed name.
1:62|They made signs to his father, asking what he wanted the child to be called.|Retain the gestures without inferring the father's inability to hear.
1:63|He asked for a writing tablet and wrote, “His name is John.” Everyone was amazed.|Keep the physical writing instrument and declarative name rather than future intention.
1:64|Immediately his mouth opened and his tongue was freed. He began to speak, praising God.|Retain mouth and tongue as physical images and the immediate return of speech in praise.
1:65|Fear came over all their neighbors, and people throughout the hill country of Judea talked about everything that had happened.|Keep fear and the widening geographical circulation of the events.
1:66|All who heard took it to heart and asked, “What, then, will this child become?” For the Lord's hand was with him.|Preserve the inward keeping and open question, followed by the narrator's hand-of-the-Lord explanation.
1:67|His father Zechariah was filled with the Holy Spirit and prophesied:|Identify the speaker and distinguish Spirit-filled prophecy from ordinary commentary.
1:68|“Blessed be the Lord, the God of Israel,\nfor he has visited his people and brought them redemption.|Retain Israel, visitation, and redemption in a poetic opening without flattening them into generic help.
1:69|He has raised up a horn of salvation for us\nin the house of his servant David,|Preserve the ancient horn image and Davidic household, supplying a selective note for readers.
1:70|as he said through the mouths of his holy prophets long ago:|Keep speech through prophets and the ancient timeframe while introducing the promised salvation.
1:71|salvation from our enemies\nand from the hand of all who hate us,|Retain both enemies and haters and the hand image without selecting contemporary opponents.
1:72|to show mercy to our ancestors\nand remember his holy covenant,|Keep the two purposes and holy covenant as a recurring biblical term.
1:73|the oath he swore to Abraham our father,\nto grant us|Retain oath as identifying the covenant promise and allow its content to continue into the next verse.
1:74|rescue from the hand of our enemies,\nso that we might serve him without fear,|Make the relation between rescue and fearless service audible while retaining the hand image.
1:75|in holiness and righteousness before him\nall our days.|Preserve the paired ethical terms and lifelong duration.
1:76|And you, child, will be called prophet of the Most High,\nfor you will go before the Lord to prepare his ways,|Retain the direct turn to the child, prophetic title, and preparatory role.
1:77|to give his people knowledge of salvation\nthrough the forgiveness of their sins,|Keep the relation of salvation knowledge to forgiveness without substituting a developed doctrinal definition.
1:78|because of the tender mercy of our God,\nby which the dawn from on high will visit us,|Retain visceral mercy in natural English, the dawn image, and the future visit in this source.
1:79|to shine on those sitting in darkness and death's shadow,\nto guide our feet into the way of peace.”|Preserve the seated darkness, shadow, feet, and way images as the poem's movement toward peace.
1:80|The child grew and became strong in spirit. He lived in the wilderness until the day he appeared publicly to Israel.|Keep growth, spirit, wilderness, and eventual public appearance without filling the intervening years.
2:1|In those days a decree went out from Caesar Augustus that the whole inhabited world should be registered.|Retain the decree and the broad imperial expression without silently restricting its stated extent.
2:2|This was the first registration, when Quirinius was governing Syria.|Follow the ordinary first-and-when construction without changing it to before to resolve chronology.
2:3|Everyone went to be registered, each to their own town.|Keep the comprehensive statement and individual destinations without adding a property requirement.
2:4|Joseph also went up from Nazareth in Galilee to Judea, to David's town, called Bethlehem, because he belonged to David's house and family.|Preserve the origin, destination, ascent, and double family identification.
2:5|He went to register with Mary, who was pledged in marriage to him and was expecting a child.|Retain the marriage pledge and pregnancy without substituting wife from another reading.
2:6|While they were there, the time came for her to give birth.|Preserve while there rather than imply labor began upon arrival.
2:7|She bore her firstborn son, wrapped him in cloths, and laid him in a manger, because there was no space for them in the guest room.|Retain firstborn, wrapping, and manger; use guest room with a note on the broader lodging sense.
2:8|In that region, shepherds were living out in the fields, keeping watch over their flock through the night.|Keep the outdoor setting, region, and nighttime vigilance without adding a season.
2:9|An angel of the Lord stood before them, and the Lord's glory shone around them. They were terrified.|Retain the appearance and encircling glory with the fear as its own short sentence.
2:10|The angel said, “Do not be afraid. I bring you good news of great joy for all the people.|Keep the emphatic good news and joy while preserving the singular collective people.
2:11|Today in David's town a Savior has been born for you: the Messiah, the Lord.|Retain today, for you, birthplace, and all three titles without merging Savior and Messiah.
2:12|This will be the sign for you: you will find a baby wrapped in cloths and lying in a manger.”|Repeat the birth-scene details as the identifying sign rather than add a star.
2:13|Suddenly a vast heavenly army appeared with the angel, praising God and saying,|Preserve the military host image and the narrated saying without substituting singing.
2:14|“Glory to God in the highest,\nand on earth peace among those he favors!”|Follow the genitive favor reading, keeping God's favor rather than making goodwill a human qualification.
2:15|When the angels had left them and gone into heaven, the shepherds said to one another, “Let us go to Bethlehem and see what has happened, which the Lord has made known to us.”|Retain the heavenly departure, mutual decision, and the Lord as source of disclosure.
2:16|They hurried there and found Mary and Joseph, and the baby lying in the manger.|Preserve haste, both adults, and the infant's identifying position.
2:17|After seeing him, they made known what they had been told about this child.|Keep the report tied to the received message rather than invent an audience size.
2:18|Everyone who heard was amazed at what the shepherds told them.|Preserve the reaction to the shepherds' words without specifying belief.
2:19|But Mary treasured all these things and pondered them in her heart.|Keep the contrast between public amazement and inward keeping and reflection.
2:20|The shepherds returned, glorifying and praising God for everything they had heard and seen. It was just as they had been told.|Preserve both worship verbs, hearing and sight, and correspondence to the announcement.
2:21|Eight days later, when the child was circumcised, he was named Jesus, the name the angel had given before he was conceived in the womb.|Retain the eighth-day naming and the timing of the angel's earlier instruction.
2:22|When the days of their purification under the law of Moses were complete, they brought Jesus up to Jerusalem to present him to the Lord,|Keep the plural their and the presentation purpose rather than correct the source to Mary's purification alone.
2:23|as the Lord's law says: “Every male who first opens the womb is to be called holy to the Lord.”|Preserve the male firstborn requirement and the womb-opening image in the quotation.
2:24|They also came to offer the sacrifice prescribed in the Lord's law: “a pair of turtledoves or two young pigeons.”|Retain both alternatives and exact numbers without inserting the family's economic status into the verse.
2:25|There was a man in Jerusalem named Simeon. He was righteous and devout, waiting for Israel's consolation, and the Holy Spirit was upon him.|Keep the three descriptions, Israel's hope, and Spirit presence without assigning an age.
2:26|The Holy Spirit had revealed to him that he would not see death before he saw the Lord's Messiah.|Retain the repeated seeing of death and Messiah and the Spirit's disclosed promise.
2:27|Guided by the Spirit, he came into the temple. When the parents brought in the child Jesus to carry out what the law required for him,|Make the Spirit-directed movement and the parents' purpose clear, carrying the sentence into the reception.
2:28|Simeon took him into his arms, blessed God, and said,|Name the receiving subject and preserve the physical welcome and blessing.
2:29|“Now, Master, you are releasing your slave in peace,\njust as you said,|Retain the master/slave relationship and present release without making the words an explicit request for death.
2:30|for my eyes have seen your salvation,|Keep the sight and salvation image rather than replace salvation with the child's name.
2:31|which you have prepared before all peoples:|Preserve the plural peoples and the public scope of the preparation.
2:32|a light for revelation to the Gentiles\nand glory for your people Israel.”|Keep Gentiles and Israel as distinct, joined recipients of light and glory.
2:33|His father and mother were amazed at what was being said about him.|Follow the pinned source's father and mother rather than replace father with Joseph for harmonization.
2:34|Simeon blessed them and said to Mary, his mother, “This child is appointed for the fall and rising of many in Israel, and as a sign that will be opposed—|Retain both falling and rising and the passive appointment without deciding whether the same people undergo both.
2:35|and a sword will pierce your own soul too—so that the thoughts of many hearts may be revealed.”|Preserve Mary's personal wound and the revelation clause without supplying a specific future event.
2:36|There was also a prophet named Anna, daughter of Phanuel, from the tribe of Asher. She was very old. After her marriage she had lived with her husband for seven years,|Retain female prophetic identity through name and pronouns, ancestry, age, and seven married years.
2:37|and she was now a widow of eighty-four. She never left the temple, serving God night and day with fasting and prayer.|Render eighty-four as her age while recording the possible duration of widowhood; retain constant temple service.
2:38|She came up at that very moment, gave thanks to God, and spoke about the child to everyone awaiting Jerusalem's redemption.|Retain the moment of arrival and named city's redemption without substituting a broader object.
2:39|After they had done everything required by the Lord's law, they returned to Galilee, to their own town of Nazareth.|Preserve Luke's direct sequence without inserting another Gospel's travel account.
2:40|The child grew strong and was filled with wisdom, and God's favor was upon him.|Keep physical growth, wisdom, and favor without adding in spirit from a variant.
2:41|Every year his parents went to Jerusalem for the Passover festival.|Retain both parents and the annual practice.
2:42|When Jesus was twelve, they went up as usual for the festival.|Preserve the age and customary ascent without assigning an unmentioned rite of adulthood.
2:43|After the festival days ended, his parents set out for home, but the boy Jesus stayed in Jerusalem without their knowing it.|Clarify the opposing movements and the parents' lack of knowledge.
2:44|They thought he was with the traveling group and went a day's journey before looking for him among their relatives and acquaintances.|Keep the assumed company, day's journey, and two social groups without blaming the parents.
2:45|When they did not find him, they returned to Jerusalem to search for him.|Preserve the cause and return with ongoing search.
2:46|After three days they found him in the temple, sitting among the teachers, listening to them and asking questions.|Retain the exact interval and the child's learning actions rather than recast him as delivering a lecture.
2:47|Everyone who heard him was astonished at his understanding and his answers.|Keep both understanding and answers as the grounds for amazement.
2:48|His parents were overwhelmed when they saw him. His mother said, “Child, why have you treated us this way? Your father and I have been searching for you in anguish.”|Preserve both the reaction and the mother's explicit father language and real distress.
2:49|He answered, “Why were you searching for me? Did you not know that I must be in my Father's house?”|Retain the two questions, necessity, and father contrast; document the alternative Father's affairs construction.
2:50|But they did not understand what he said to them.|Keep the parents' incomprehension rather than supplying agreement or a theological resolution.
2:51|He went down with them to Nazareth and remained obedient to them. His mother kept all these things in her heart.|Preserve obedient return and Mary's repeated inward keeping.
2:52|Jesus continued to grow in wisdom and stature, and in favor with God and people.|Keep the threefold development and both divine and human favor, noting the age/stature range.
3:1|It was the fifteenth year of the reign of Tiberius Caesar. Pontius Pilate governed Judea; Herod was tetrarch of Galilee; his brother Philip was tetrarch of Iturea and Trachonitis; and Lysanias was tetrarch of Abilene.|Divide the long dating frame while retaining every ruler, jurisdiction, and distinct office.
3:2|During the high priesthood of Annas and Caiaphas, the word of God came to John, Zechariah's son, in the wilderness.|Preserve the singular high-priesthood construction with both names and the prophetic word-coming formula.
3:3|He went throughout the region around the Jordan, proclaiming a baptism of repentance for the forgiveness of sins,|Retain geography and the linked repentance, baptism, and forgiveness without specifying a theological mechanism.
3:4|as it is written in the book of the words of Isaiah the prophet:\n“A voice cries in the wilderness:\n‘Prepare the Lord's way;\nmake his paths straight.|Preserve the attributed scriptural voice and road imagery with clear poetry lineation and nested speech.
3:5|Every valley will be filled,\nand every mountain and hill brought low.\nCrooked ways will become straight,\nand rough paths smooth,|Keep all four landscape transformations and parallel contrasts without allegorical substitution.
3:6|and all flesh will see God's salvation.’”|Retain the embodied universal phrase and visible salvation as the quotation's climax.
3:7|John said to the crowds coming out to be baptized by him, “You brood of vipers! Who warned you to flee from the coming wrath?|Keep crowds as the addressees rather than replace them with the leaders named in another Gospel.
3:8|Then bear fruit worthy of repentance. Do not start telling yourselves, ‘We have Abraham as our father.’ I tell you, God can raise up children for Abraham from these stones.|Retain fruit, ancestry claim, and stones-to-children image as the challenge's sequence.
3:9|The ax is already lying at the root of the trees. Every tree that fails to bear good fruit is cut down and thrown into the fire.”|Preserve urgency, root placement, and the severe consequence without identifying an unstated agent.
3:10|The crowds asked him, “What, then, should we do?”|Keep the practical response and the question repeated by the next groups.
3:11|He answered, “Anyone with two tunics should share with someone who has none. Anyone with food should do the same.”|Retain the exact two-to-none clothing comparison and corresponding food obligation.
3:12|Tax collectors also came to be baptized. “Teacher,” they asked, “what should we do?”|Keep the named occupation and baptism purpose without generalizing them as sinners.
3:13|He told them, “Collect no more than you have been authorized to collect.”|Render the assigned amount naturally while retaining the prohibition of excess.
3:14|Soldiers also asked, “And what should we do?” He said, “Do not extort money or accuse anyone falsely. Be content with your pay.”|Retain coercion and false accusation as abuses and pay as the positive instruction without identifying the army.
3:15|The people were full of expectation, and everyone was wondering in their hearts whether John might be the Messiah.|Keep collective expectation and inward uncertainty rather than assert they had acclaimed John.
3:16|John answered them all, “I baptize you with water. But someone stronger than I is coming, and I am not worthy to untie his sandal strap. He will baptize you with the Holy Spirit and fire.|Retain all as the audience, comparative power, sandal service, and the paired Spirit/fire baptism.
3:17|His winnowing fork is in his hand, ready to clear his threshing floor and gather the wheat into his storehouse. But he will burn the chaff with fire that cannot be put out.”|Preserve the complete agricultural image, separation, and unquenchable burning with a vocabulary aid.
3:18|With many other appeals like these, John proclaimed the good news to the people.|Keep the narrator's designation good news together with the preceding warnings.
3:19|But John rebuked Herod the tetrarch over Herodias, his brother's wife, and over all the evil Herod had done.|Use an active construction to make the rebuker clear, without adding the brother's name absent here.
3:20|Herod added this to it all: he locked John in prison.|Keep the imprisonment as an additional evil and resolve the returning subject.
3:21|When all the people were baptized, Jesus was baptized too. As he prayed, heaven opened,|Retain the baptism among the people and prayer as the setting of the opening without naming an unstated baptizer.
3:22|and the Holy Spirit descended upon him in bodily form like a dove. A voice came from heaven: “You are my beloved Son; in you I take delight.”|Keep bodily form, the dove comparison, direct second-person address, and divine delight.
3:23|Jesus was about thirty years old when he began his work. He was, as people supposed, the son of Joseph,\nson of Heli,|Preserve approximate age, make the elliptical beginning intelligible as his work, and retain the qualification of Joseph's fatherhood before the ancestral chain.
3:24|son of Matthat, son of Levi, son of Melchi, son of Jannai, son of Joseph,|Retain all five names in the pinned order and the repeated descent formula.
3:25|son of Mattathias, son of Amos, son of Nahum, son of Esli, son of Naggai,|Preserve the five distinct ancestors and source sequence without harmonizing familiar names elsewhere.
3:26|son of Maath, son of Mattathias, son of Semein, son of Josech, son of Joda,|Keep the source's Josech and Joda forms and all five links.
3:27|son of Joanan, son of Rhesa, son of Zerubbabel, son of Shealtiel, son of Neri,|Retain Neri as the named preceding ancestor rather than alter the chain to another genealogy.
3:28|son of Melchi, son of Addi, son of Cosam, son of Elmadam, son of Er,|Preserve all five less-familiar names with the same descent formula.
3:29|son of Joshua, son of Eliezer, son of Jorim, son of Matthat, son of Levi,|Use Joshua as the conventional English name for the Greek Iēsous in this ancestral position; retain all five names.
3:30|son of Simeon, son of Judah, son of Joseph, son of Jonam, son of Eliakim,|Keep all five ancestors and distinguish Jonam from Joanan earlier in the list.
3:31|son of Melea, son of Menna, son of Mattatha, son of Nathan, son of David,|Retain Nathan as the route to David rather than substitute Solomon from another genealogy.
3:32|son of Jesse, son of Jobel, son of Boaz, son of Sala, son of Nahshon,|Transliterate the pinned Jobel and Sala forms without silently replacing them from parallel genealogies.
3:33|son of Amminadab, son of Admin, son of Arni, son of Hezron, son of Perez, son of Judah,|Preserve all six names, including both Admin and Arni, as this exact source gives them.
3:34|son of Jacob, son of Isaac, son of Abraham, son of Terah, son of Nahor,|Keep the familiar patriarchal sequence in the source's backward direction.
3:35|son of Serug, son of Reu, son of Peleg, son of Eber, son of Shelah,|Use recognizable English names while preserving each of the five Greek name records and their order.
3:36|son of Cainan, son of Arphaxad, son of Shem, son of Noah, son of Lamech,|Retain the ancestor spelled Kainam in Greek, conventionally Cainan in English, without removing a link to match a Hebrew genealogy.
3:37|son of Methuselah, son of Enoch, son of Jared, son of Mahalaleel, son of Cainan,|Preserve the second Cainan in its distinct position and the full five-name chain.
3:38|son of Enosh, son of Seth, son of Adam, son of God.|Keep the final four links and God as the genealogy's endpoint without adding a biological explanation.
4:1|Jesus, full of the Holy Spirit, returned from the Jordan and was led by the Spirit in the wilderness|Preserve Spirit filling and continuing guidance in the wilderness rather than only movement into it.
4:2|for forty days, while the devil tested him. He ate nothing during those days, and when they were over, he was hungry.|Keep the forty-day testing period and fasting-to-hunger sequence without compressing the testing to the end.
4:3|The devil said to him, “If you are the Son of God, tell this stone to become bread.”|Retain the conditional challenge, singular stone, and command directed to it.
4:4|Jesus answered, “It is written, ‘A human being does not live on bread alone.’”|Follow the shorter source quotation without importing its continuation from another Gospel.
4:5|The devil led him up and showed him all the kingdoms of the inhabited world in an instant.|Resolve the subject and retain leading up without adding a mountain absent from this source.
4:6|“I will give you all this authority and their glory,” he said, “because it has been handed over to me, and I give it to anyone I choose.|Keep the authority claim as the devil's speech rather than the narrator's endorsement.
4:7|So if you bow down before me, it will all be yours.”|Retain the offered bargain and worship gesture without adding a kneeling detail.
4:8|Jesus answered, “It is written, ‘Worship the Lord your God, and serve him alone.’”|Keep worship and service distinct and omit a dismissal formula absent here.
4:9|The devil led him to Jerusalem, stood him on the highest point of the temple, and said, “If you are the Son of God, throw yourself down from here.|Retain Luke's final temptation at Jerusalem and the high temple position without claiming a precise architectural location.
4:10|For it is written, ‘He will command his angels concerning you, to protect you,’|Keep the devil's explicit quotation and its stated protection without completing the psalm beyond the cited words.
4:11|and, ‘They will lift you up in their hands so that you do not strike your foot against a stone.’”|Preserve the second quotation and the hands/foot/stone imagery.
4:12|Jesus replied, “It is said, ‘Do not put the Lord your God to the test.’”|Retain said rather than substitute written and keep the testing verb as Jesus' answer to the devil.
4:13|When the devil had finished every test, he left him until another opportunity.|Preserve the temporary departure without identifying a particular later event.
4:14|Jesus returned to Galilee in the Spirit's power, and news about him spread through the whole surrounding region.|Keep the Spirit link from the testing scene and widening report.
4:15|He taught in their synagogues, and everyone praised him.|Retain the plural synagogues and broad favorable response without supplying its content.
4:16|He came to Nazareth, where he had grown up. On the Sabbath he went into the synagogue, as he usually did, and stood to read.|Preserve hometown, custom, Sabbath, and standing to read as distinct scene details.
4:17|The scroll of the prophet Isaiah was handed to him. He unrolled it and found the place where it was written:|Keep the received scroll and deliberate finding rather than imply a fixed assigned reading.
4:18|“The Lord's Spirit is upon me,\nbecause he has anointed me\nto bring good news to the poor.\nHe has sent me to proclaim release to captives\nand sight to the blind,\nto send the oppressed away in freedom,|Preserve every named group and the repeated release sense without adding a brokenhearted clause absent from the source.
4:19|to proclaim the year of the Lord's favor.”|Retain the favorable year without identifying a modern date or adding a vengeance clause.
4:20|He rolled up the scroll, gave it back to the attendant, and sat down. Every eye in the synagogue was fixed on him.|Preserve the sequence and the congregation's sustained visual attention.
4:21|He began to speak: “Today this scripture has been fulfilled in your hearing.”|Retain today and the accomplished fulfillment as heard by the present audience.
4:22|Everyone spoke well of him and marveled at the gracious words coming from his mouth. “Is this not Joseph's son?” they asked.|Render witness favorably in context while keeping their identity question and the grace language open to a note.
4:23|He said, “You will surely quote me this proverb: ‘Doctor, heal yourself!’ You will say, ‘Do here in your hometown what we heard happened in Capernaum.’”|Keep the proverb and the anticipated demand as Jesus' report of what they will say.
4:24|Then he said, “Truly I tell you, no prophet is welcome in their hometown.|Retain the rejection saying and the welcome word related to the favorable year without cumbersome masculine repetition.
4:25|I tell you the truth: there were many widows in Israel in Elijah's days, when the sky was shut for three years and six months and a great famine came over the whole land.|Preserve the exact duration, closed sky, and famine setting without adjusting it to another account.
4:26|Yet Elijah was sent to none of them, but to a widow in Zarephath in the region of Sidon.|Keep the contrast, sending passive, named town, and Sidonian region.
4:27|There were also many people with leprosy in Israel in the time of the prophet Elisha. Yet none of them was cleansed except Naaman the Syrian.”|Retain the ancient disease designation, cleansing, prophet, and outsider's national identity.
4:28|When they heard this, everyone in the synagogue was filled with rage.|Preserve the strong collective reaction and its connection to these words.
4:29|They got up, drove him out of town, and took him to the edge of the hill on which their town was built, intending to throw him over.|Keep the escalating actions and stated lethal purpose without adding a completed fall.
4:30|But he passed through their midst and went on his way.|Retain escape without inventing a mechanism such as invisibility.
4:31|He went down to Capernaum, a town in Galilee, and taught the people on the Sabbath.|Keep downward travel, region, and Sabbath teaching as the new setting.
4:32|They were astonished at his teaching, because his words carried authority.|Preserve the explicit reason for astonishment and authority as a recurring term.
4:33|In the synagogue was a man with the spirit of an unclean demon. He shouted loudly,|Keep the source's spirit/demon description and the cry without imposing a modern diagnosis.
4:34|“Ah! What do you want with us, Jesus of Nazareth? Have you come to destroy us? I know who you are: God's Holy One!”|Retain the plural us shifting to singular I, the challenge, and the identifying title.
4:35|Jesus rebuked the demon: “Be silent and come out of him!” The demon threw the man down in front of them and came out without harming him.|Resolve the target of rebuke and the affected man while retaining no harm after the violent movement.
4:36|Everyone was amazed. They said to one another, “What is this word? He commands unclean spirits with authority and power, and they come out!”|Keep the question about the word and distinguish authority from power without inserting an interpretation.
4:37|Reports about him spread to every place in the surrounding region.|Preserve the widening report as the scene's conclusion.
4:38|Jesus left the synagogue and entered Simon's house. Simon's mother-in-law was suffering from a high fever, and they asked Jesus to help her.|Keep kinship, severity, and intercession while clarifying the request's purpose.
4:39|He stood over her and rebuked the fever, and it left her. Immediately she got up and began serving them.|Retain fever as the object rebuked and immediate service without calling the illness demonic.
