1:1|F2|After Saul’s death, David returned from striking the Amalekites and stayed in Ziklag for two days.|Keeps the opening’s linked events and exact interval.
2:22|F2|Abner warned him again, “Turn away! Why should I strike you to the ground? How could I face your brother Joab?”|Preserves repeated warning and concern about the surviving brother.
2:23|F3|Asahel refused to turn away. Abner struck him in the belly with the butt of his spear, and the spear came out through his back. He fell and died there. Everyone who came to the place where Asahel had fallen stood still.|Retains unusual weapon end, bodily wound and halted onlookers.
2:24|F2|Joab and Abishai pursued Abner. As the sun set, they reached the hill of Ammah opposite Giah, on the road to the wilderness of Gibeon.|Keeps pursuers, sunset and exact place sequence.
2:25|F2|The Benjaminites rallied behind Abner, formed a single group, and took their stand on a hilltop.|Preserves regrouping and defensive position.
2:26|F2|Abner called to Joab, “Must the sword devour forever? Do you not know this will end in bitterness? How long before you tell the men to stop pursuing their brothers?”|Keeps sword-devouring image and appeal to kinship.
2:27|F3|Joab answered, “As God lives, if you had not spoken, the men would have kept pursuing their brothers until morning.”|Uses until-morning reading of the counterfactual; alternate reference to earlier challenge noted.
2:28|F2|Joab sounded the ram’s horn. All the troops halted, stopped pursuing Israel, and ceased fighting.|Preserves three cessation clauses and signaling instrument.
2:29|F3|Abner and his men walked through the Arabah all that night. They crossed the Jordan, passed through all Bithron, and reached Mahanaim.|Keeps pinned Bithron rather than replacing it with morning; geography uncertainty noted.
2:30|F2|Joab returned from pursuing Abner and gathered all his men. Nineteen of David’s servants were missing, besides Asahel.|Preserves nineteen plus Asahel, not nineteen including him.
2:31|F2|David’s servants had killed three hundred sixty men from Benjamin and Abner’s forces.|Retains opposing death total exactly.
2:32|F2|They carried Asahel away and buried him in his father’s tomb at Bethlehem. Joab and his men walked all night and reached Hebron at dawn.|Keeps paternal tomb, place and overnight return.
3:1|F2|The war between Saul’s house and David’s house dragged on. David grew stronger and stronger, while Saul’s house grew weaker and weaker.|Retains the paired houses and repeated progressive verbs as a sustained contrast, without reducing house to an individual king.
3:2|F2|Sons were born to David in Hebron. His firstborn was Amnon, whose mother was Ahinoam of Jezreel.|Follows the read form for were born and explicitly identifies the maternal relationship.
3:3|F2|His second was Chileab, whose mother was Abigail, Nabal’s widow from Carmel. The third was Absalom, the son of Maacah, daughter of Talmai king of Geshur.|Preserves Chileab rather than substituting the name in another genealogy; clarifies the two maternal relationships and royal ancestry.
3:4|F2|The fourth was Adonijah, the son of Haggith, and the fifth was Shephatiah, the son of Abital.|Keeps the ordinal sequence and each mother attached to her son.
3:5|F2|The sixth was Ithream, whose mother was David’s wife Eglah. These sons were born to David in Hebron.|Retains the particular designation wife of David for Eglah and the closing Hebron repetition.
3:6|F2|During the war between Saul’s house and David’s house, Abner was strengthening his position in Saul’s house.|Takes the reflexive verb as Abner consolidating his position, while preserving the house language of verse 1.
3:7|F3|Saul had had a concubine named Rizpah, the daughter of Aiah. Ish-bosheth said to Abner, “Why have you slept with my father’s concubine?”|Supplies Ish-bosheth from verse 8 for the unnamed speaker; renders the sexual idiom directly while leaving the allegation in his speech.
3:8|F3|Abner was furious at Ish-bosheth’s words. “Am I a dog’s head that belongs to Judah?” he said. “To this day I have shown steadfast love to the house of your father Saul, to his brothers, and to his friends. I have not handed you over to David. Yet today you charge me with wrongdoing over this woman!|Retains the difficult Judah phrase and dog-head insult; treats steadfast love as Abner’s claim and does not invent either a confession or a denial.
3:9|F2|May God do this to Abner, and more besides, if I do not carry out for David what the LORD swore to him:|Preserves the third-person self-curse and its unnamed penalty; unfolds the oath condition into natural English.
3:10|F2|to transfer the kingdom from Saul’s house and establish David’s throne over Israel and Judah, from Dan to Beersheba.”|Keeps both political names, the transfer of the kingdom, and the geographical endpoints.
3:11|F2|Ish-bosheth could not say another word to Abner, because he was afraid of him.|Makes the frightened speaker identifiable without changing the cause of his silence.
3:12|F3|Abner sent messengers to David on his behalf, saying, “Whose land is it? Make your covenant with me. My hand will be with you to bring all Israel over to you.”|Takes the difficult location or representation expression as on his behalf; retains the open rhetorical question and hand image rather than supplying its answer.
3:13|F2|“Good,” David replied. “I will make a covenant with you. But I require one thing: you will not see my face unless you bring Michal, Saul’s daughter, when you come to see me.”|Preserves the face repetition and the condition concerning Michal without adding her consent or a romantic motive.
3:14|F3|David also sent messengers to Ish-bosheth son of Saul: “Give me my wife Michal, whom I betrothed to myself for a hundred Philistine foreskins.”|Keeps David’s marital claim and the bodily bride-price; retains a hundred here despite the two hundred delivered in 1 Samuel 18.
3:15|F3|So Ish-bosheth had her taken from her husband, Paltiel son of Laish.|Retains the narrator’s designation husband and the forcible transfer, following the read form Laish.
3:16|F3|Her husband followed her, weeping as he walked, all the way to Bahurim. Then Abner told him, “Go back!” And he went back.|Preserves the husband’s sustained grief and Abner’s abrupt order; does not supply Michal’s unreported response.
3:17|F2|Abner had been speaking with the elders of Israel: “For some time now you have wanted David to be your king.|Renders the yesterday and third-day idiom as sustained prior desire while preserving the elders’ agency.
3:18|F2|Now act on it! For the LORD said of David, ‘By the hand of my servant David I will save my people Israel from the hand of the Philistines and from all their enemies.’”|Keeps the paired hands and my servant and my people language; the divine promise remains within Abner’s appeal.
3:19|F2|Abner also spoke directly with the Benjaminites. Then he went to Hebron to tell David everything that Israel and the whole house of Benjamin had agreed on.|Unfolds speaking in the ears and good in the eyes as direct consultation and agreement, retaining Benjamin’s separate involvement.
3:20|F2|When Abner came to David at Hebron with twenty men, David made a feast for him and the men with him.|Preserves twenty companions and David’s hospitality without adding a treaty ceremony.
3:21|F2|Abner said to David, “Let me go and gather all Israel to my lord the king. They will make a covenant with you, and you will rule over all your heart desires.” David sent Abner away, and he went in peace.|Retains the covenant proposal and scope of David’s desire; begins the repeated went in peace motif.
3:22|F2|Just then David’s men and Joab came back from a raid, bringing a great deal of plunder. Abner was no longer with David in Hebron, for David had sent him away, and he had gone in peace.|Retains the plunder and repeats the peaceful departure as the narrator does.
3:23|F2|When Joab and the whole force with him arrived, he was told, “Abner son of Ner came to the king, and the king sent him away. He went in peace.”|Preserves the third account of the peaceful departure, now as news to Joab.
3:24|F2|Joab went to the king and said, “What have you done? Abner came to you! Why did you send him away and let him go?|Maintains the accusation and emphatic departure rather than converting them to a polite question.
3:25|F2|You know Abner son of Ner! He came to deceive you, to learn your comings and goings and find out everything you are doing.”|Keeps Joab’s espionage allegation as speech and follows the read plural for comings.
3:26|F2|After leaving David, Joab sent messengers after Abner. They brought him back from the cistern of Sirah, but David knew nothing about it.|Preserves the cistern location and the narrator’s explicit exclusion of David’s knowledge.
3:27|F3|When Abner returned to Hebron, Joab took him aside inside the gate, as if to speak privately with him. There he stabbed him in the belly, and Abner died—for the blood of Joab’s brother Asahel.|Makes the deceptive approach readable while noting the uncertain privately or quietly expression; preserves the belly wound and blood vengeance motive.
3:28|F2|When David heard about it afterward, he said, “I and my kingdom are forever innocent before the LORD of the blood of Abner son of Ner.|Keeps the declaration as David’s claim and preserves its perpetual scope and blood language.
3:29|F3|May it fall on Joab’s head and on his father’s whole house! May Joab’s house never be without someone with a discharge or a defiling skin disease, someone who holds a spindle, someone who falls by the sword, or someone who lacks bread.”|Retains all five elements of the curse, including the difficult spindle image; does not replace it silently with a crutch or moralize illness.
3:30|F3|Joab and his brother Abishai killed Abner because he had put their brother Asahel to death in the battle at Gibeon.|Retains the narrator’s attribution to both brothers without inventing Abishai’s precise part in the murder.
3:31|F2|David told Joab and all the people with him, “Tear your clothes, put on sackcloth, and mourn for Abner.” King David walked behind the bier.|Preserves Joab’s inclusion in the commanded mourning and the funeral image of a bier.
3:32|F2|They buried Abner in Hebron. The king wept aloud at Abner’s grave, and all the people wept.|Keeps the grave, the king’s audible weeping, and the people’s answering grief.
3:33|F2|The king sang this lament for Abner:\n“Should Abner die as a fool dies?|Marks the change to lament within the verse paragraph and retains the question about the manner of death.
3:34|F2|Your hands were not bound,\nand your feet were not put in bronze shackles.\nYou fell as one falls before violent men.”\nAnd all the people wept for him again.|Preserves the paired limbs, bronze restraints, and comparison with falling before wrongdoers; separates the concluding narration from the poem by a line break.
3:35|F2|While it was still day, all the people came to urge David to eat. But David swore, “May God do this to me, and more besides, if I taste bread or anything else before sunset!”|Retains the daylight boundary and broad food prohibition in the oath, without specifying the unnamed curse.
3:36|F2|All the people took notice and approved. Everything the king did pleased all the people.|Preserves both the particular approval and the broader repeated assessment rather than treating the repetition as redundant.
3:37|F2|That day all the people and all Israel understood that the king had not ordered the killing of Abner son of Ner.|Renders not from the king as absence of royal direction while preserving the narrator’s report of public understanding.
3:38|F2|The king said to his servants, “Do you not know that a commander, a great man, has fallen in Israel today?|Keeps the rhetorical question, the two descriptions, and fallen as language connecting the lament to the death.
3:39|F3|Today I am weak, though anointed king. These men, the sons of Zeruiah, are too hard for me. May the LORD repay the evildoer for his evil.”|Preserves the contrast of soft or weak David with hard sons of Zeruiah and leaves the request for divine repayment as David’s speech.
4:1|F2|When Saul’s son heard that Abner had died in Hebron, his hands fell limp, and all Israel was alarmed.|Retains the narrator’s relational designation Saul’s son and the bodily image of lost resolve.
4:2|F2|Saul’s son had two men who commanded raiding bands. One was named Baanah and the other Rechab. They were sons of Rimmon of Beeroth, from the tribe of Benjamin, for Beeroth was counted as part of Benjamin.|Clarifies the two commanders and their father while keeping the explanatory tribal assignment.
4:3|F2|The people of Beeroth had fled to Gittaim and have lived there as resident foreigners to this day.|Preserves the displacement, resident status, and narrator’s continuing time perspective.
4:4|F3|Jonathan son of Saul had a son whose feet were disabled. He was five years old when news of Saul and Jonathan came from Jezreel. His nurse picked him up and fled, but in her hurry to escape he fell and became lame. His name was Mephibosheth.|Keeps the interruption about the surviving son, his age, and the accident without blaming the nurse or replacing physical disability with a metaphor.
4:5|F2|Rechab and Baanah, the sons of Rimmon of Beeroth, set out and reached Ish-bosheth’s house in the heat of the day. He was lying down for his midday rest.|Retains the named agents, time of day, and vulnerable resting victim.
4:6|F3|They entered the inner part of the house as though to get wheat and stabbed him in the belly. Then Rechab and his brother Baanah escaped.|Follows the pinned Hebrew wheat-taking account; as though marks the inferred pretext rather than importing a different doorway scene.
4:7|F3|They had entered the house while he was lying on his bed in his bedroom. They struck him, killed him, and cut off his head. Taking his head, they traveled through the Arabah all night.|Keeps the repeated account of entering and killing, all three violent actions, and the head carried through the night.
4:8|F3|They brought Ish-bosheth’s head to David at Hebron and said to the king, “Here is the head of Ish-bosheth son of Saul, your enemy who sought your life. Today the LORD has given my lord the king vengeance on Saul and his offspring.”|Retains the murderers’ claim of divine vengeance as their interpretation, not narrator endorsement, and preserves offspring.
4:9|F2|David answered Rechab and his brother Baanah, the sons of Rimmon of Beeroth: “As the LORD lives, who has redeemed my life from every distress,|Keeps the living-LORD oath and redeemed language rather than reducing it to a generic declaration.
4:10|F3|when someone told me, ‘Saul is dead,’ thinking he brought good news, I seized him and killed him at Ziklag. That was my reward for his news!|Makes the ironic reward clause intelligible while preserving David’s own compressed account of the earlier execution.
4:11|F2|How much more, then, when wicked men have killed an innocent man in his own house, on his bed! Should I not demand his blood from your hands and remove you from the earth?”|Keeps David’s moral contrast, the victim’s location, and the demand for blood from the killers’ hands.
4:12|F3|David gave orders to his young men, and they killed the brothers. They cut off their hands and feet and hung them beside the pool in Hebron. But they took Ish-bosheth’s head and buried it in Abner’s tomb at Hebron.|Preserves the execution, mutilation, public display, and contrasting burial without sanitizing David’s punishment.
5:1|F2|All the tribes of Israel came to David at Hebron and said, “We are your own bone and flesh.|Retains the kinship image instead of replacing it with a political abstraction.
5:2|F2|Even when Saul was king over us, you were the one who led Israel out and brought Israel back. And the LORD said to you, ‘You will shepherd my people Israel; you will be ruler over Israel.’”|Follows the read forms for past leadership and preserves the shepherd image and distinction between ruler and king.
5:3|F2|All the elders of Israel came to the king at Hebron. King David made a covenant with them there before the LORD, and they anointed David king over Israel.|Retains elders as agents, covenant before the LORD, and the wider anointing distinct from Judah’s in chapter 2.
5:4|F3|David was thirty years old when he became king, and he reigned forty years.|Preserves the stated age and overall reign without correcting the rounded total using the following verse.
5:5|F3|He reigned over Judah in Hebron for seven years and six months. In Jerusalem he reigned over all Israel and Judah for thirty-three years.|Keeps both durations and their respective political and geographical scopes.
5:6|F3|The king and his men went to Jerusalem against the Jebusites who lived in the land. They told David, “You will not get in here! Even the blind and the lame will turn you back.” They thought, “David will never get in here.”|Takes the difficult exclusion clause as the defenders’ taunt; preserves its disability language as their speech and flags the alternative unless you remove reading.
5:7|F2|But David captured the stronghold of Zion, which is the City of David.|Preserves the surprise reversal and the identification of Zion with the City of David.
5:8|F3|That day David said, “Whoever strikes the Jebusites must reach the water shaft—and the lame and the blind, those David hates.” That is why people say, “The blind and the lame must not enter the house.”|Retains the difficult water-shaft clause, the read form hated by David, and the exclusionary saying; does not complete the sentence with a reward borrowed from another account or identify the house as the temple.
5:9|F2|David settled in the stronghold and called it the City of David. He built up the surrounding area, from the Millo inward.|Preserves the named Millo and inward direction rather than inventing a precise architectural reconstruction.
5:10|F2|David grew greater and greater, and the LORD, the God of Armies, was with him.|Retains the progressive repetition and the full divine title, linking power with the presence statement.
5:11|F2|Hiram king of Tyre sent messengers to David, along with cedar timber, carpenters, and stonemasons. They built a house for David.|Keeps the ruler, materials, and two kinds of craftsmen; retains house rather than making the palace interpretation obligatory.
5:12|F2|David knew that the LORD had established him as king over Israel and had raised up his kingdom for the sake of his people Israel.|Preserves the stated beneficiary of the kingdom, the people, and David’s recognition as the perspective.
5:13|F2|After coming from Hebron, David took more concubines and wives from Jerusalem, and more sons and daughters were born to him.|Retains both relationship categories and daughters as well as sons, without adding praise for the expanding household.
5:14|F2|These are the names of those born to him in Jerusalem: Shammua, Shobab, Nathan, Solomon,|Keeps the list’s introduction and its first four names, continuing the sentence across verse labels.
5:15|F2|Ibhar, Elishua, Nepheg, Japhia,|Preserves all four names and their order without substituting names from parallel genealogies.
5:16|F2|Elishama, Eliada, and Eliphelet.|Completes the eleven-name list with the pinned forms and order.
5:17|F2|When the Philistines heard that David had been anointed king over Israel, all the Philistines came up in search of him. David heard about it and went down to the stronghold.|Preserves the trigger, search, and opposing directions without identifying the stronghold beyond the text.
5:18|F2|The Philistines came and spread out in the Valley of Rephaim.|Retains the deployment and named valley as the setting for both encounters.
5:19|F2|David asked the LORD, “Should I go up against the Philistines? Will you give them into my hand?” The LORD answered, “Go up. I will certainly give the Philistines into your hand.”|Keeps both questions, the repeated hand image, and the emphatic promise.
5:20|F2|David went to Baal-perazim and defeated them there. He said, “The LORD has broken through my enemies before me like a burst of water.” That is why he named the place Baal-perazim.|Preserves the water image and naming explanation rather than flattening the repeated breakthrough language.
5:21|F3|The Philistines abandoned their idols there, and David and his men carried them away.|Retains carried away; does not import burning from a parallel account.
5:22|F2|Once again the Philistines came up and spread out in the Valley of Rephaim.|Keeps the repeated attack and nearly repeated deployment language.
5:23|F3|David asked the LORD, and he answered, “Do not go straight up. Circle around behind them and approach them opposite the balsam trees.|Makes the changed approach clear while treating balsam as an uncertain tree identification rather than a botanical certainty.
5:24|F2|When you hear the sound of marching in the treetops, act decisively. Then the LORD will have gone out ahead of you to strike the Philistine camp.”|Follows the read when and retains the audible marching above and divine advance, without reducing the sound to ordinary wind.
5:25|F3|David did as the LORD commanded him and struck down the Philistines from Geba all the way to Gezer.|Retains pinned Geba rather than substituting Gibeon from a parallel account.
