1:15|F2|“No, my lord,” Hannah answered. “I am a woman in deep distress. I have drunk neither wine nor strong drink. I have been pouring out my soul before the LORD.|Preserves denial of both drinks and pouring-out image.
1:16|F2|Do not take your servant for a worthless woman. I have been speaking all this time out of my great anguish and grief.”|Keeps beliyyaal wording linking to Eli’s sons without adding diagnosis.
1:17|F2|Eli replied, “Go in peace. May the God of Israel grant the request you have made of him.”|Retains blessing rather than a guaranteed prediction.
1:18|F2|She said, “May your servant find favor with you.” Then the woman went on her way and ate. Her face was no longer downcast.|Makes changed expression natural without claiming all grief ended.
1:19|F2|They rose early the next morning, worshiped before the LORD, and returned home to Ramah. Elkanah slept with his wife Hannah, and the LORD remembered her.|Keeps worship, intercourse and divine remembering distinct.
1:20|F2|In due time Hannah conceived and bore a son. She named him Samuel, saying, “I asked the LORD for him.”|Retains naming explanation as wordplay rather than invented etymology.
1:21|F2|When Elkanah and his whole household went up to offer the annual sacrifice to the LORD and fulfill his vow,|Allows sentence to continue into Hannah’s contrast.
1:22|F2|Hannah did not go. She had told her husband, “Once the boy is weaned, I will bring him to appear before the LORD, and he will stay there for good.”|Preserves delayed journey, weaning and permanent dedication.
1:23|F3|Her husband Elkanah said, “Do what seems right to you. Stay until you have weaned him. Only may the LORD establish his word.” So the woman stayed and nursed her son until she weaned him.|Keeps pinned his word rather than harmonizing to her vow.
1:24|F3|When she had weaned him, she took him up with her, along with three bulls, one ephah of flour, and a skin of wine. She brought him to the LORD’s house at Shiloh while he was still very young.|Retains pinned three bulls despite next verse singular, with variant noted.
1:25|F2|They slaughtered the bull and brought the boy to Eli.|Preserves singular bull without harmonizing preceding three.
1:26|F2|She said, “Please, my lord—as surely as you live, I am the woman who stood here beside you praying to the LORD.|Keeps appeal and recognition of earlier encounter.
1:27|F2|I prayed for this boy, and the LORD granted the request I made of him.|Retains request repetition connecting name and answered prayer.
1:28|F3|Now I give him over to the LORD. For as long as he lives, he is given over to the LORD.” And he worshiped the LORD there.|Retains lifetime dedication and unresolved masculine worshiper rather than changing to they.
2:1|F3|Hannah prayed:\n“My heart rejoices in the LORD;\nmy horn is raised high in the LORD.\nMy mouth opens wide against my enemies,\nfor I rejoice in your deliverance.|Keeps horn and mouth imagery in verse-contained poetry, explaining horn selectively.
2:2|F2|No one is holy like the LORD.\nThere is no one besides you;\nno rock is like our God.|Retains switch to second-person address and rock image.
2:3|F3|Stop your lofty, lofty talk.\nLet no arrogance come from your mouths.\nThe LORD is a God who knows,\nand by him deeds are weighed.|Keeps doubled pride wording and qere by him against ketiv not.
2:4|F2|The bows of warriors are shattered,\nbut those who stumbled put on strength.|Preserves reversals and strength as something girded on.
2:5|F2|Those once full hire themselves out for bread;\nthose once hungry hunger no more.\nThe woman who could not bear children has borne seven,\nbut the mother of many grows feeble.|Retains seven and poetic contrast without equating it with Hannah’s literal family count.
2:6|F2|The LORD kills and gives life;\nhe brings down to Sheol and raises up.|Keeps death/life pair and ancient underworld term.
2:7|F2|The LORD makes poor and makes rich;\nhe brings low and also lifts high.|Preserves repeated divine subject and opposed actions.
2:8|F2|He raises the poor from the dust\nand lifts the needy from the ash heap,\nto seat them with nobles\nand give them a throne of honor.\nThe pillars of the earth belong to the LORD;\nhe has set the world upon them.|Keeps concrete poverty, throne and cosmological pillars images.
2:9|F3|He guards the feet of his faithful ones,\nbut the wicked are silenced in darkness.\nFor no one prevails by strength.|Follows qere plural faithful ones; keeps feet and darkness and the denial of strength as the basis of prevailing.
2:10|F3|Those who contend with the LORD will be shattered;\nhe will thunder against them from heaven.\nThe LORD will judge the ends of the earth.\nHe will give strength to his king\nand raise high the horn of his anointed.”|Preserves prospective king/anointed and horn link without naming later figure.
2:11|F2|Elkanah went home to Ramah. The boy stayed to serve the LORD under Eli the priest.|Makes contrast of father’s departure and boy’s service clear.
2:12|F2|Eli’s sons were worthless men. They did not know the LORD.|Keeps beliyyaal link to Hannah’s denial and knowing motif.
2:13|F2|This was the priests’ practice with the people: whenever someone offered a sacrifice, the priest’s servant came with a three-pronged fork while the meat was boiling.|Identifies practice as conduct rather than valid legal entitlement.
2:14|F2|He plunged it into the basin, kettle, cauldron, or pot, and the priest took whatever the fork brought up. This is what they did to all the Israelites who came to Shiloh.|Preserves four vessels and indiscriminate treatment.
2:15|F2|Even before the fat was burned, the priest’s servant would come and tell the person sacrificing, “Give the priest meat to roast. He will not accept boiled meat from you, only raw.”|Keeps violation’s timing and demand for raw meat.
2:16|F3|If the person said, “Let them burn the fat first; then take whatever you want,” the servant answered, “No. Give it now, or I will take it by force.”|Follows qere no and preserves coercive threat.
2:17|F2|The young men’s sin was very great before the LORD, for they treated the LORD’s offering with contempt.|Keeps gravity and direct contempt rather than shifting blame to worshipers.
2:18|F2|Meanwhile Samuel served before the LORD, a boy wearing a linen ephod.|Retains contrast and priestly garment without treating it as armor.
2:19|F2|His mother made him a little robe and brought it up each year when she came with her husband to offer the annual sacrifice.|Keeps mother’s recurring act and annual visit.
2:20|F3|Eli would bless Elkanah and his wife: “May the LORD give you offspring through this woman in place of the one given over to the LORD.” Then they went home.|Handles difficult asking/lending expression in context, preserving offspring and dedication.
2:21|F2|The LORD attended to Hannah, and she conceived and bore three sons and two daughters. The boy Samuel grew up in the LORD’s presence.|Retains five additional children and attention motif from Ruth.
2:22|F3|Eli was very old. He heard everything his sons were doing to all Israel, including how they slept with the women who served at the entrance to the tent of meeting.|Keeps sexual conduct and women’s service explicit, without inventing consent.
2:23|F2|He said to them, “Why are you doing these things? I hear reports of your evil deeds from all these people.|Retains accusation and public reports.
2:24|F3|No, my sons. The report I hear circulating among the LORD’s people is not good.|Uses circulating-report reading of difficult maabirim, noting alternative causing transgression.
2:25|F3|If one person sins against another, God can intervene. But if someone sins against the LORD, who can intercede for them?” Yet they would not listen to their father, because the LORD intended to put them to death.|Retains theological causal clause rather than reversing it; distinguishes mediation and prayer.
2:26|F2|The boy Samuel kept growing and gaining favor with both the LORD and people.|Retains dual approval and continued growth.
2:27|F2|A man of God came to Eli and said, “This is what the LORD says: ‘Did I not reveal myself to your father’s house when they were in Egypt, subject to Pharaoh’s house?|Preserves two houses and rhetorical recall without naming unmentioned ancestor.
2:28|F2|I chose him from all Israel’s tribes to be my priest, to go up to my altar, burn incense, and wear an ephod before me. I gave your father’s house all the Israelites’ food offerings.|Keeps priestly tasks and ancestral collective beneficiary.
2:29|F3|Why do you kick at my sacrifices and offerings, which I commanded for my dwelling? Why do you honor your sons more than me, fattening yourselves on the best of every offering my people Israel bring?|Preserves kick, honor and fattening images; distinguishes plural offense from Eli’s choice.
2:30|F2|“‘Therefore the LORD, the God of Israel, declares: I did promise that your house and your father’s house would walk before me forever. But now the LORD declares: Far be it from me! I will honor those who honor me; those who despise me will be held in contempt.|Preserves revoked promise as stated and honor reversal.
2:31|F3|The days are coming when I will cut off your arm and the arm of your father’s house. No one in your house will reach old age.|Retains arm metaphor with explanation in note rather than replacing with descendants.
2:32|F3|You will see distress in my dwelling, despite all the good done for Israel. No one in your house will ever reach old age.|Uses distress reading of tsar maon while flagging rival-in-dwelling alternative.
2:33|F3|Any man of yours I leave at my altar will wear out your eyes and grieve your soul. All your descendants will die in the prime of life.|Keeps second-person affliction and contextual force of die as men, flagged for review.
2:34|F2|What happens to your two sons, Hophni and Phinehas, will be your sign: both will die on the same day.|Retains names, shared date and sign function.
2:35|F2|I will raise up a faithful priest for myself. He will do what is in my heart and soul. I will build him a lasting house, and he will walk before my anointed always.|Keeps heart/soul and house promise without naming fulfillment.
2:36|F2|Everyone left in your house will come and bow to him for a piece of silver and a loaf of bread, saying, “Please attach me to one of the priestly duties so I can have a bite of bread.”’”|Keeps humiliating reversal from taking food to pleading for bread.
3:1|F2|The boy Samuel served the LORD under Eli. In those days a word from the LORD was rare; visions were not widespread.|Preserves word/vision scarcity as setting for repeated call.
3:2|F2|One night Eli was lying in his usual place. His eyes had begun to fail, and he could no longer see well.|Retains failing rather than absolute congenital blindness.
3:3|F2|The lamp of God had not yet gone out. Samuel was lying in the LORD’s sanctuary, where the ark of God was.|Keeps lamp timing and ark location without moving Samuel outside sanctuary.
3:4|F2|The LORD called Samuel, and he answered, “Here I am.”|Retains simple call and response for ensuing repetitions.
3:5|F2|He ran to Eli. “Here I am. You called me.” But Eli said, “I did not call. Go back and lie down.” So he went and lay down.|Preserves running, misrecognition and full repeated exchange.
3:6|F2|The LORD called again, “Samuel!” Samuel got up and went to Eli. “Here I am. You called me.” “I did not call, my son,” Eli said. “Go back and lie down.”|Retains second occurrence and affectionate my son.
3:7|F2|Samuel did not yet know the LORD; the LORD’s word had not yet been revealed to him.|Keeps explanatory yet and connection of knowing to revelation.
3:8|F2|A third time the LORD called Samuel. He got up and went to Eli. “Here I am. You called me.” Then Eli understood that the LORD was calling the boy.|Preserves third call as moment of Eli’s recognition.
3:9|F2|Eli told Samuel, “Go and lie down. If he calls you, say, ‘Speak, LORD. Your servant is listening.’” Samuel went and lay down in his place.|Retains conditional instruction and full response for later comparison.
3:10|F2|The LORD came and stood there, calling as before, “Samuel, Samuel!” Samuel answered, “Speak. Your servant is listening.”|Keeps standing presence, doubled name and Samuel’s omission of LORD.
3:11|F2|The LORD said to Samuel, “I am about to do something in Israel that will make both ears of everyone who hears it ring.|Retains two-ear image and impending event.
3:12|F2|On that day I will carry out everything I have spoken against Eli’s house, from beginning to end.|Preserves completion formula without importing new punishment.
3:13|F3|I told him that I would judge his house forever because of the guilt he knew about: his sons were bringing a curse on themselves, and he did not restrain them.|Follows pinned lahem self-directed curse, notes competing against God reading.
3:14|F2|Therefore I have sworn concerning Eli’s house: its guilt will never be atoned for by sacrifice or offering.”|Retains solemn negative oath and both ritual categories.
3:15|F2|Samuel lay there until morning, then opened the doors of the LORD’s house. He was afraid to tell Eli about the vision.|Keeps ordinary duty alongside fear of disclosure.
3:16|F2|Eli called, “Samuel, my son!” “Here I am,” he answered.|Retains repeated response now addressed to Eli knowingly.
3:17|F2|Eli asked, “What did he tell you? Please do not hide it from me. May God do this to you, and more besides, if you hide a single part of what he told you.”|Preserves oath threat without specifying unnamed curse.
3:18|F2|So Samuel told him everything, hiding nothing. Eli said, “He is the LORD. Let him do what seems good to him.”|Keeps total disclosure and submission without interpreting Eli’s motives.
3:19|F3|Samuel grew, and the LORD was with him. He let none of Samuel’s words fall to the ground.|Preserves fall-to-ground metaphor with referent clarified as Samuel’s words.
3:20|F2|All Israel, from Dan to Beersheba, recognized Samuel as a trustworthy prophet of the LORD.|Retains geographic span and established reliability.
3:21|F2|The LORD continued to appear at Shiloh, revealing himself there to Samuel through the LORD’s word.|Preserves repeated location and word-mediated revelation.
4:1|F2|Samuel’s word reached all Israel. Israel went out to fight the Philistines, camping at Ebenezer while the Philistines camped at Aphek.|Preserves transition without making Samuel order the battle.
4:2|F2|The Philistines drew up against Israel, and battle spread. Israel was defeated, and about four thousand men were killed on the battlefield.|Retains approximate death count and defeat.
4:3|F3|When the troops returned to camp, Israel’s elders asked, “Why has the LORD defeated us before the Philistines today? Let us bring the ark of the LORD’s covenant here from Shiloh. Then it can come among us and save us from our enemies’ grasp.”|Keeps elders’ claim about ark’s saving role as their speech, not narrator explanation.
4:4|F2|They sent to Shiloh and brought back the ark of the covenant of the LORD of Armies, who sits enthroned above the cherubim. Eli’s two sons, Hophni and Phinehas, were there with the ark of God’s covenant.|Preserves full title, cherubim and accompanying priests.
4:5|F2|As the ark of the LORD’s covenant entered the camp, all Israel gave a mighty shout. The earth shook with the sound.|Retains earth-shaking intensity without modern embellishment.
4:6|F2|The Philistines heard the shouting. “What is that mighty shout in the Hebrews’ camp?” they asked. Then they learned that the LORD’s ark had arrived.|Keeps outsider Hebrews designation and discovery sequence.
4:7|F3|They were afraid. “A god has come into the camp,” they said. “Disaster for us! Nothing like this has happened before.|Uses singular god with singular verb here, preserving plural shift next verse.
4:8|F3|Disaster for us! Who can rescue us from these mighty gods? These are the gods who struck Egypt with every kind of plague in the wilderness.|Preserves Philistine plural gods and geographically awkward recollection as spoken.
4:9|F3|Take courage and be men, Philistines, or you will serve the Hebrews as they have served you. Be men and fight!”|Preserves gendered military exhortation and servitude reversal.
4:10|F2|The Philistines fought, and Israel was defeated. Every man fled to his tent. The slaughter was immense: thirty thousand Israelite foot soldiers fell.|Retains tents and exact casualty total.
4:11|F2|The ark of God was captured, and Eli’s two sons, Hophni and Phinehas, died.|Keeps capture before deaths as narrator’s order.
4:12|F2|A Benjaminite ran from the battle and reached Shiloh that same day, his clothes torn and dirt on his head.|Preserves tribe, same day and bodily mourning signs.
4:13|F2|When he arrived, Eli was sitting on his chair beside the road, waiting anxiously; his heart trembled for the ark of God. The man entered the town with the news, and the whole town cried out.|Follows qere beside road and retains Eli’s heart concern for ark.
4:14|F2|Eli heard the cries. “What is that uproar?” he asked. The man hurried over to tell him.|Keeps sound-led perception of blind Eli.
4:15|F2|Eli was ninety-eight years old. His eyes were fixed, and he could not see.|Preserves exact age and fixed eyes description.
4:16|F2|The man told Eli, “I have come from the battle. I escaped from it today.” “What happened, my son?” Eli asked.|Retains repeated battle source and affectionate address.
4:17|F2|The messenger answered, “Israel has fled before the Philistines. The troops suffered a terrible slaughter. Your two sons, Hophni and Phinehas, are dead, and the ark of God has been captured.”|Keeps accumulating news and ark last as trigger.
4:18|F2|At the mention of the ark of God, Eli fell backward from his chair beside the gate. His neck broke, and he died, for he was old and heavy. He had judged Israel for forty years.|Retains bodily cause, heaviness and forty-year service.
4:19|F2|His daughter-in-law, Phinehas’s wife, was pregnant and near her time. When she heard that the ark of God had been captured and that her father-in-law and husband were dead, she crouched down and gave birth, overcome by labor pains.|Keeps all news and woman’s physical ordeal.
4:20|F2|As she was dying, the women attending her said, “Do not be afraid. You have borne a son.” But she did not answer or pay attention.|Preserves death and nonresponse without assigning gratitude or consolation.
4:21|F3|She named the boy Ichabod, saying, “Glory has gone into exile from Israel”—because the ark of God had been captured and because of her father-in-law and husband.|Retains exile force of galah and names all losses.
4:22|F2|She said, “Glory has gone into exile from Israel, for the ark of God has been captured.”|Preserves repeated explanation centered finally on ark.
5:1|F2|After capturing the ark of God, the Philistines took it from Ebenezer to Ashdod.|Keeps named route and captured status.
5:2|F2|They brought it into Dagon’s temple and placed it beside Dagon.|Retains temple placement rather than inventing victory dedication.
5:3|F2|Early the next morning, the people of Ashdod found Dagon lying facedown on the ground before the LORD’s ark. They picked Dagon up and put him back in place.|Preserves god needing human replacement and facedown position.
5:4|F3|Early the following morning, there was Dagon again, facedown before the LORD’s ark. His head and both hands had been cut off and lay on the threshold. Only his trunk remained.|Uses contextual trunk for only Dagon remained, with difficulty noted.
5:5|F2|That is why, to this day, neither Dagon’s priests nor anyone entering his temple in Ashdod steps on Dagon’s threshold.|Keeps narrator’s customary explanation and all entrants.
5:6|F3|The LORD’s hand lay heavy on the people of Ashdod. He devastated them and struck Ashdod and its surrounding territory with tumors.|Keeps heavy hand and broad tumor term without diagnosing plague.
5:7|F2|Seeing what was happening, the people of Ashdod said, “The ark of Israel’s God cannot stay with us. His hand is harsh against us and against Dagon our god.”|Preserves their recognition of effects on people and god.
5:8|F2|They summoned all the Philistine rulers and asked, “What shall we do with the ark of Israel’s God?” The rulers answered, “Move it to Gath.” So they moved the ark of Israel’s God.|Keeps collective decision and repeated object.
5:9|F3|After it was moved, the LORD’s hand struck the city with overwhelming panic. He struck its people, small and great, and tumors broke out on them.|Preserves inclusive small/great and uncertain outbreak verb without medical certainty.
5:10|F3|Then they sent the ark of God to Ekron. As it arrived, the people of Ekron cried out, “They have brought the ark of Israel’s God to me to kill me and my people!”|Retains collective singular voice in Ekron speech, explained in note.
5:11|F3|They summoned all the Philistine rulers. “Send the ark of Israel’s God back where it belongs,” they said, “so it will not kill me and my people!” Deadly panic filled the city; God’s hand lay very heavy there.|Keeps singular communal voice and repeated heavy hand.
5:12|F2|Those who did not die were struck with tumors, and the city’s cry for help rose to heaven.|Preserves death/survivor contrast and ascending cry.
6:1|F2|The LORD’s ark remained in Philistine territory for seven months.|Retains exact duration.
6:2|F2|The Philistines summoned the priests and diviners. “What shall we do with the LORD’s ark?” they asked. “Tell us what to send with it when we return it to its place.”|Keeps diviners and request about accompanying restitution.
6:3|F2|They answered, “If you send back the ark of Israel’s God, do not send it empty. You must return a reparation offering to him. Then you will be healed and learn why his hand has not turned away from you.”|Retains asham’s reparative function and hand question as counsel.
6:4|F2|“What reparation offering should we return?” they asked. “Five gold tumors and five gold mice,” came the answer, “one for each Philistine ruler. The same plague has struck all of you and your rulers.|Keeps five plus five and representative rulers.
6:5|F2|Make images of your tumors and of the mice ruining your land. Give honor to Israel’s God. Perhaps he will lighten his hand on you, your gods, and your land.|Preserves tentative perhaps and honor/heavy-hand connection.
6:6|F2|Why make your hearts heavy, as Egypt and Pharaoh made theirs? After he dealt harshly with them, did they not let the people go, and did the people not leave?|Keeps heart/heavy word network and Exodus recall.
6:7|F2|Now prepare a new cart and take two nursing cows that have never worn a yoke. Harness them to the cart, but take their calves away from them and keep them at home.|Retains unyoked nursing cows and separation crucial to test.
6:8|F2|Put the LORD’s ark on the cart. Place the gold objects you are returning as a reparation offering in a box beside it. Then send it on its way.|Distinguishes ark, box and offering.
6:9|F2|Watch it. If it goes up toward its own territory, to Beth-shemesh, then he is the one who has brought this great disaster on us. If not, we will know his hand did not strike us; it happened to us by chance.”|Retains experimental alternative and chance wording without narrator adjudication here.
6:10|F2|The men did this. They took two nursing cows, harnessed them to the cart, and shut their calves inside.|Keeps implementation matching instructions.
6:11|F2|They put the LORD’s ark on the cart, along with the box containing the gold mice and the images of their tumors.|Preserves both kinds of objects.
6:12|F2|The cows went straight along the road to Beth-shemesh. They stayed on one highway, lowing as they went, turning neither right nor left. The Philistine rulers followed them to the border of Beth-shemesh.|Keeps lowing and unvarying route that matter to test.
6:13|F2|The people of Beth-shemesh were harvesting wheat in the valley. When they looked up and saw the ark, they rejoiced at the sight.|Retains wheat harvest and initial glad reception.
6:14|F2|The cart came into the field of Joshua of Beth-shemesh and stopped beside a large stone. They split up the cart’s wood and offered the cows as a burnt offering to the LORD.|Keeps named fieldowner distinct from earlier Joshua and reuse of cart.
6:15|F2|The Levites took down the LORD’s ark and the box of gold objects beside it and set them on the large stone. That day the men of Beth-shemesh offered burnt offerings and sacrifices to the LORD.|Preserves Levites’ role and both sacrifice terms.
6:16|F2|The five Philistine rulers watched, then returned to Ekron that same day.|Retains five witnesses and return date.
6:17|F2|These were the gold tumors the Philistines returned to the LORD as a reparation offering: one for Ashdod, one for Gaza, one for Ashkelon, one for Gath, and one for Ekron.|Keeps five named city assignments with repeated one.
6:18|F3|The gold mice corresponded to all the Philistine towns under the five rulers, from fortified cities to unwalled villages. The great stone where they set the LORD’s ark remains to this day in the field of Joshua of Beth-shemesh.|Uses contextual stone for difficult Abel and flags emendation rather than hiding it.
6:19|F3|The LORD struck the men of Beth-shemesh because they looked into his ark. He struck down fifty thousand and seventy men. The people mourned because the LORD had dealt them such a heavy blow.|Combines both transmitted numbers without dropping fifty thousand; unusual source order and uncertainty recorded in note.
6:20|F3|The men of Beth-shemesh asked, “Who can stand before the LORD, this holy God? To whom will he go up, away from us?”|Keeps holy God and masculine he rather than flattening to ark alone.
6:21|F2|They sent messengers to the people of Kiriath-jearim: “The Philistines have returned the LORD’s ark. Come down and take it up to your town.”|Preserves invitation and geographic up/down.
7:1|F2|The men of Kiriath-jearim came and took the LORD’s ark up to Abinadab’s house on the hill. They consecrated his son Eleazar to guard it.|Keeps location, father/son and specific guarding duty.
7:2|F3|A long time passed after the ark settled at Kiriath-jearim—twenty years. All the house of Israel lamented and longed for the LORD.|Retains twenty and difficult lament/longing verb without treating period as total ark residence.
7:3|F2|Samuel told all the house of Israel, “If you are returning to the LORD with all your heart, remove the foreign gods and the Ashtoreths from among you. Set your hearts on the LORD and serve him alone. Then he will rescue you from the Philistines’ hand.”|Keeps conditional return, exclusive service and hand rescue.
7:4|F2|The Israelites removed the Baals and the Ashtoreths and served the LORD alone.|Retains both named plural deities and enacted response.
7:5|F2|Samuel said, “Gather all Israel at Mizpah, and I will pray to the LORD for you.”|Keeps gathering and intercession connected.
7:6|F3|They gathered at Mizpah, drew water, and poured it out before the LORD. They fasted that day and said, “We have sinned against the LORD.” Samuel judged the Israelites at Mizpah.|Retains water ritual without inventing its meaning and judge role.
7:7|F2|When the Philistines heard that the Israelites had gathered at Mizpah, their rulers advanced against Israel. The Israelites heard and were afraid of them.|Keeps mirrored hearing and response.
7:8|F2|They said to Samuel, “Do not stop crying out to the LORD our God for us, so he may save us from the Philistines’ hand.”|Preserves ongoing plea rather than single prayer request.
7:9|F2|Samuel took a nursing lamb and offered it whole as a burnt offering to the LORD. He cried out to the LORD for Israel, and the LORD answered him.|Retains nursing lamb, whole offering and answered cry.
7:10|F2|While Samuel was offering the burnt offering, the Philistines drew near to fight Israel. That day the LORD thundered loudly against them, threw them into confusion, and they were defeated before Israel.|Keeps simultaneity and thunder link to Hannah’s poem.
7:11|F2|The men of Israel came out from Mizpah and pursued the Philistines, striking them down as far as below Beth-car.|Retains pursuit endpoint and below qualifier.
7:12|F2|Samuel took a stone and set it between Mizpah and Shen. He named it Ebenezer, saying, “Thus far the LORD has helped us.”|Preserves stone/name explanation and temporal/spatial openness of thus far.
7:13|F2|The Philistines were subdued and stopped entering Israel’s territory. The LORD’s hand was against them throughout Samuel’s days.|Keeps narrator’s sweeping summary without harmonizing later conflicts.
7:14|F2|The towns the Philistines had taken from Israel were restored, from Ekron to Gath. Israel also rescued their surrounding territory from the Philistines’ hand. There was peace between Israel and the Amorites.|Preserves territorial recovery and separate Amorite peace.
7:15|F2|Samuel judged Israel throughout his life.|Retains lifetime judicial summary.
7:16|F2|Each year he traveled a circuit through Bethel, Gilgal, and Mizpah, judging Israel in all these places.|Keeps annual circuit and all three sites.
7:17|F2|He always returned to Ramah, where his home was. He judged Israel there too, and there he built an altar to the LORD.|Retains home, judging and altar at same location.
8:1|F2|When Samuel grew old, he appointed his sons as judges over Israel.|Keeps aging and appointment as narrative cause.
8:2|F2|His firstborn was named Joel and his second son Abijah. They judged at Beersheba.|Preserves birth order, names and location.
8:3|F2|But his sons did not follow his ways. They chased dishonest gain, accepted bribes, and twisted justice.|Retains three abuses rather than generalized corruption.
8:4|F2|All Israel’s elders gathered and came to Samuel at Ramah.|Keeps collective elders and named meeting place.
8:5|F2|They said, “You have grown old, and your sons do not follow your ways. Now appoint a king to judge us, like all the nations have.”|Retains stated grievances and judge continuity in requested king.
8:6|F2|Their demand, “Give us a king to judge us,” displeased Samuel. He prayed to the LORD.|Keeps quoted demand and prayer response.
8:7|F2|The LORD told Samuel, “Listen to the people in everything they say to you. They have rejected me as their king; it is not you they have rejected.|Preserves listening command and divine interpretation of rejection.
8:8|F2|From the day I brought them out of Egypt until today, they have abandoned me and served other gods. Now they are treating you in the same way.|Retains Exodus-to-present comparison and Samuel’s experience.
8:9|F3|So listen to them. But solemnly warn them and tell them how the king who rules them will treat them.”|Renders mishpat as royal practice in warning context rather than divine authorization.
8:10|F2|Samuel told all the LORD’s words to the people asking him for a king.|Keeps total report and requesting audience.
8:11|F2|He said, “This is how the king who rules you will act: he will take your sons for his chariots and cavalry, and they will run ahead of his chariot.|Preserves repeated take pattern beginning with sons.
8:12|F2|He will appoint commanders of thousands and commanders of fifties. He will make others plow his fields, reap his harvest, and manufacture his weapons and chariot equipment.|Retains ranks and three forms of royal labor.
8:13|F2|He will take your daughters to make perfumes, cook, and bake.|Preserves specific women’s forced royal occupations.
8:14|F2|He will take the best of your fields, vineyards, and olive groves and give them to his servants.|Keeps three properties and transfer to royal servants.
8:15|F2|He will take a tenth of your grain and vineyards’ yield and give it to his court officials and servants.|Retains tenth and both beneficiaries.
8:16|F3|He will take your male and female slaves, your best young men, and your donkeys and put them to work for him.|Keeps pinned young men rather than variant cattle and explicit enslavement.
8:17|F2|He will take a tenth of your flocks, and you yourselves will become his slaves.|Preserves climactic shift from property to people.
8:18|F2|Then you will cry out because of the king you have chosen for yourselves, but the LORD will not answer you that day.”|Keeps unanswered cry and responsibility in chosen king.
8:19|F2|The people refused to listen to Samuel. “No,” they said. “We will have a king over us.|Retains refusal and emphatic royal demand.
8:20|F2|Then we too will be like all the nations. Our king will judge us, go out ahead of us, and fight our battles.”|Preserves all three expected functions and repeated national comparison.
8:21|F2|Samuel listened to everything the people said and repeated it in the LORD’s hearing.|Retains hearing network and report rather than new request.
8:22|F2|The LORD told him, “Listen to them and appoint a king for them.” Then Samuel said to the men of Israel, “Go back, each of you, to your town.”|Keeps divine grant and dispersal distinct.
9:1|F2|There was a Benjaminite named Kish, son of Abiel, son of Zeror, son of Becorath, son of Aphiah, a descendant of a Benjaminite. He was a man of standing.|Preserves complete genealogy and hayil status.
9:2|F2|He had a son named Saul, a fine, handsome young man. No Israelite was more handsome, and he stood a head taller than anyone else.|Keeps physical distinction without inferring moral superiority.
9:3|F2|The female donkeys belonging to Saul’s father Kish went missing. Kish told his son Saul, “Take one of the servants with you and go look for the donkeys.”|Retains animals’ sex and father’s instruction.
9:4|F2|They passed through the hill country of Ephraim and the land of Shalishah but did not find them. They went through the land of Shaalim—nothing. They passed through Benjamin’s land and still did not find them.|Preserves repeated failed search and all places.
9:5|F2|When they reached the land of Zuph, Saul said to the servant with him, “Come, let us return. Otherwise my father will stop worrying about the donkeys and start worrying about us.”|Keeps search-to-family concern shift.
9:6|F2|The servant replied, “There is a man of God in this town, a respected man. Everything he says comes true. Let us go there now. Perhaps he can tell us which way to take.”|Retains reliability and tentative practical hope.
